V1v,V1d,V2v,V2d,V3v,V3d,hV4,VO1,VO2,PHC1,PHC2,MST,hMT,LO2,LO1,V3b,V3a,IPS0,IPS1,IPS2,IPS3,IPS4,IPS5,SPL1
0.5552427338088876,0.6200376825032284,0.4601566740304428,0.4396260153673517,0.148053199448871,0.43561455466221377,0.008207685462185574,-0.17522032691572523,-0.4317037146635648,-0.14371545994394427,-0.03984012176168281,0.31507762763193364,0.5044224174234044,0.0745853447383201,0.3264146035653269,0.36505236453426365,0.32485833468970077,0.7141867439361315,0.7731441321983683,0.774184913359067,0.6918990346749506,0.7187514551879944,0.3450130548000037,0.7952710407494952
0.5378604650115804,0.6764874184737851,0.3454968145446204,0.7625689573553818,0.5173633734817357,0.6429497418875986,0.6497601627738953,0.17143351656593184,0.3862991216873745,0.023638780548282192,0.10037153928585,0.04876868459962788,0.2958702137285482,0.2458534346692612,0.603008304766595,0.27266278896896623,0.36936321046591414,0.6868124686838544,0.5201804642031772,0.6311899860248047,0.6992223777726995,0.4593306181937394,0.47990790655835025,0.5539452628029111
0.4684592333771384,0.24636072706245277,0.31539126181598465,0.22128434400932198,0.2076139708614037,0.024021023889978503,-0.12046317518830825,-0.18114594996647357,-0.10679132255176987,-0.27030319714961965,-0.3994841790888065,0.32426650519871697,0.279229588890637,0.08824590276144804,0.14288310525476544,0.5000387200309578,0.2990844292569489,0.6973804092777662,0.5866664355950759,0.6559763800400833,0.7807913969184352,0.7228733269692279,0.7676286694821604,0.8185918508533321
-0.10906618610235508,0.49140238281717635,-0.15297292469429943,0.40724122924646566,-0.44472876668576033,0.47654998126590703,-0.1797231442470821,-0.3663943465155608,-0.5130800226954721,0.4388411842944562,0.25968401804651686,0.20869467893176347,0.522143550448104,0.42851934031107813,0.43449554135491636,0.3182880917208658,0.26125381842961953,0.6573673273416466,0.9202031467442956,0.8809965254579526,0.8654261244439957,0.8736212820175983,0.8584693587265312,0.863465076255407
0.0188355477392395,0.4702764580105517,0.040834740130811474,0.5446007894699304,0.012481388017615246,0.17776975135662773,0.217759905524489,0.17761946551828292,0.22388412947547487,0.17277483189580245,0.07984779961336474,0.3245010686774128,0.5194381439632648,0.5494361991411548,0.45976386764919397,0.4289105190891537,0.37764589411912947,0.24726328112786777,0.7226033408464241,0.5348711673618856,0.7334180238808066,0.6984388726536407,0.7757125269135919,0.29416407664355915
0.7324483319597486,0.8065300313295358,0.6397761440047656,0.7865251211940907,0.6333215789784115,0.8358525860537512,0.40569090468134794,0.5149006630015338,0.46389243521368,0.10691637640552679,-0.1931028038054632,0.07441733344935392,-0.16956809861629657,0.07192501871863177,0.27164391356863254,0.0015400581481410985,0.38369254157464805,-0.17723164519747012,0.20127879023431217,0.02391032528141757,0.2215338936584648,0.029693346378867787,0.5151334980817569,-0.023297310991686485
0.5320457670430498,0.4456604641769983,0.5156266773148661,0.5205444007228449,0.2946924220215062,0.14971674016198877,0.23013853225593586,0.3681373925954496,-0.12027613789122764,0.12431802987429046,0.5055636697043958,0.2835809481324894,-0.035333984411191184,0.12865269574131508,0.5422466778559885,0.5757301898232932,0.41005509560485776,0.323465495722135,0.31501578548389336,0.34824801375728626,0.5146070115601586,0.6700532182351371,0.23993436621730413,0.17315799296388612
0.6641181932289407,0.6867324067284207,0.7230112686511487,0.7207876377453412,0.624971156595447,0.6603164342932624,0.6622957798632336,0.6944537014527923,0.3787003443542203,0.2743007198601787,0.14062861745440203,0.4502450458377434,0.493562864523636,0.6954957312605645,0.6372831648932775,0.6788000555452305,0.6527840949672898,0.6485278268720867,0.698253859714523,0.7633686373158028,0.7738085766056667,0.830745168515292,0.815502823465663,0.6772141052779123
0.8499305280854557,0.7934965210410002,0.7168807393547358,0.8195874666356928,0.6573884618342002,0.7330029422672943,0.6511315201222208,0.3348130046788677,0.4679484835932478,0.4457640847924279,0.09877453339846877,0.39678139939255364,0.07976251499217533,0.5851525930329718,0.7521330674146754,0.7828342575176931,0.6500572985524067,0.7944510239427128,0.8655231434964253,0.9060231037916421,0.9019906911491034,0.7790386219934812,0.8177172700175762,0.9309715618861898
0.7571298144559763,0.644915228795153,0.7177881084365961,0.6452191773217919,0.7049316857541216,0.5842099985752742,0.23407493219754963,0.4299265869542351,0.668470719246046,0.6233809075703934,0.5446961411540625,0.780549674900223,0.5780687982807928,0.20756339036900873,0.23399308272825803,0.6489603298388095,0.30791502183513275,0.49962985124308834,0.46394652739611403,0.41274055523342584,0.3562260714326104,0.3695078889000747,0.3057807429233548,-0.23118989121488853
0.8485371839655274,0.7886442454915452,0.8372323536030041,0.7864131618418427,0.7569686413505544,0.664086575438805,0.6197757494102698,0.12498330172673172,0.2512284585055382,0.2288542436489488,0.22176323999296818,0.3030220267556924,0.5716461553538458,0.252756193957221,0.49515665151434085,0.3170806665972811,0.2857301207010053,0.4073878777482914,0.753735324513179,0.810365778287088,0.6711989913263083,0.6011138096309921,0.6662089953580504,0.8944623276433951
0.6776458548508368,0.7101496747625096,0.53222474241759,0.7041952116122916,0.4077884611897022,0.5700120577742025,0.5468771584623652,0.41951214075425913,0.24513069051014852,0.43727285857675685,-0.09878266441209976,0.6386564283655615,0.745062864964189,0.8042268049219209,0.8045491090183212,0.743852196399537,0.6828608624770569,0.7449291715309418,0.5804643996902737,0.7420452438846565,0.8917549250983287,0.8943435136710377,0.8792597950658597,0.9257949104754736
0.5646550118705949,0.5333962028936319,0.516302097924286,0.5760540420791472,0.2674050133801453,0.22761228372544126,-0.24376172496165976,0.25522392239416664,0.44641222618166404,0.6761722774459828,0.6854624814842774,0.5413784128593312,0.5277702791413649,0.4797489800584517,0.49005229988181,0.4181893077523909,0.4710238504267319,0.11911304500191836,0.13235515682406296,0.39484838263278776,0.03137167053905801,0.1251020448051062,0.14763467199317268,0.49021059030973263
0.7218255432349531,0.5980094931601178,0.7291949759841495,0.3866988640930581,0.7469495917060043,0.5750412798423797,0.31970683179129006,0.5625597966317817,0.6875908226305144,0.22787256730590782,0.0832160301815058,0.5659597118959129,0.15185609337052078,0.20926779581610275,0.4747003371284817,0.5318551772967198,0.47370914741612064,0.7566634619021537,0.7938354617774288,0.8611917063484591,0.8597412021563263,0.9135121439160953,0.9028190658106758,0.7010291374349876
