EVC,ventral,lateral,dorsal
0.5403595285431965,0.29374118626665935,0.48945121206556386,0.6346522069502087
0.6036844252638738,0.29878491595661305,0.407410003469743,0.5684592865885846
0.6230891475693289,0.5225269579492247,0.5101013610958303,0.7077783150308019
0.7527332596080223,0.6496826267001439,0.6321155206806915,0.5687538679512344
0.49121179728063286,0.27395847932856227,0.3192215342579355,0.3275524331704692
0.46258286540470356,0.16382251488423943,0.2831988021338247,0.3871352258548711
0.889133503094318,0.7360749804375677,0.8271335007612887,0.8056373000413942
0.6000395656542953,0.2544281091010663,0.3719143566465199,0.6007449472542842
0.6659204477450675,0.43440477962365714,0.47406950211184723,0.449844146208518
0.7648324557069855,0.5806800168970925,0.6245394639000256,0.7186060706108724
0.8664951029248343,0.7897813112974655,0.7844637901059821,0.7954072469822314
0.8330555440797683,0.6732531487648509,0.7601783540432333,0.8224295024914067
0.5605994287766615,0.44235993601815543,0.4011124824223278,0.5422657461575969
0.6712407520945612,0.5138449356057744,0.5398598052888722,0.4619761092250351
0.7793588819913619,0.44815470254685846,0.6376658471684326,0.5720171124893856
0.7657855581959866,0.6436219384967298,0.6029339651722548,0.4654953580230727
0.6191166337132982,0.38745054382174926,0.5188692151632547,0.46407812492985717
0.7425417438296081,0.5625834214228843,0.7945504892509253,0.7450801401303211
0.7684627599080279,0.774445194627742,0.5961634160367036,0.6329563437783039
0.594272219087415,0.4628411825543276,0.5724864824730295,0.7488533482966918
0.7502678903424552,0.6029669316622055,0.6287705567043457,0.5465756077193413
0.733505668315102,0.5068150466377601,0.6155795879475232,0.59424849941616
0.6779776515789583,0.47540003811003756,0.6928926786317144,0.44668916971638456
0.880551396808925,0.635345288573241,0.6602585509943698,0.7990304599117894
0.9036306074988207,0.7130361941007455,0.6836871435081037,0.7346840376885836
0.8894267021315269,0.7117756877135563,0.7247610851390888,0.7232042371143583
0.8419558022197339,0.6538649309213029,0.5596854322403976,0.6063014515786768
0.4600246822962691,0.4052702664918645,0.3199699313908808,0.5151314964524237
0.8802275789926846,0.6422670093666034,0.7541678619142097,0.7276549076159656
0.8302461294671785,0.573546754791931,0.615672398930346,0.694349103151135
