EVC,ventral,lateral,dorsal,overall
0.3842165114550276,-0.10913236263592907,0.3364050187586224,0.6340942264075691,0.5337192299372587
0.6126903879048338,0.23862965081199775,0.30435882140363474,0.5237885993353343,0.43250746794008366
0.3110641387031161,-0.21050616458027768,0.27703079059205804,0.6799434133156197,0.5567091760297279
-0.01502300182823892,-0.14565644007929748,0.34482278493969,0.7815856987098084,0.5022555151251601
0.15511578557510183,0.29039671906284525,0.3795021369751333,0.58507692260857,0.4165745838311535
0.6566519258455857,0.23116456868861204,0.11362783288962941,0.0911674283046305,0.247646885626462
0.38839549321908123,0.12585532064380248,0.12555753329095512,0.3220251505557343,0.27224569656657616
0.637040918220722,0.2170512251442804,0.6086233471366423,0.7449735936991043,0.6681205294105875
0.7123315438685212,0.33581209477551915,0.4973855201164446,0.8307839883432035,0.6383333815895511
0.651520761196337,0.5146590889368464,0.4113131326163303,0.29819212990326843,0.3352572112457308
0.5151000700114691,0.19792657282190984,0.3102771951250895,0.7029173541837486,0.47638813984676426
0.6045559672377092,0.16845005831903115,0.7261092269541828,0.8000991792350725,0.7135227766774347
0.2909124434807187,0.41049708145751546,0.49314536063778786,0.2149076217109835,0.3421244552176924
0.5956781914016798,0.2152972429700477,0.37944802461388427,0.7172828803219917,0.5978617503970727
0.49302008133879555,-0.1645811724760021,0.4634976602874577,0.5280911906699087,0.5515808596331134
0.4675664501719356,0.16069838192035385,0.5222117997473733,0.7135943004213764,0.6073302806275559
0.5374965600702765,0.30646234544204665,0.2494649437104739,0.7331411797382927,0.5709539939181931
0.6155827822448536,0.36045237184789614,0.34402727377490144,0.6066793086766411,0.5819578701437828
0.6373300148536808,0.016817666094471415,0.39527760907462145,0.7166714361010753,0.5949627949580166
0.7754508107117442,0.4138404921657484,0.5803161525653305,0.8421973518411668,0.7826467977953452
0.6061553793703581,0.5328484876469748,0.3970296836061606,0.6877671552505173,0.6187936949923352
0.3507797350504184,0.0811147130017288,0.1752836720951309,0.7057234488588737,0.5116595232279719
0.6897199213655651,0.37512831579049527,0.4560797127298404,0.1435306134015476,0.38716738578469045
0.7246388129590022,0.23742299342926523,0.443308988106818,0.7886602535953712,0.6999111184576461
0.6709427640138891,0.4377446005902828,0.5235971929847607,0.7733998919912983,0.5960831836216414
0.530388825209032,-0.19350909619322798,0.1793374578689234,0.6626889091685971,0.5777959482079642
0.5482734154138926,0.21372267900816713,0.5620648364188386,0.8498517768555299,0.7049610888624126
0.7097805378518315,0.46082872114478557,0.4975830213725818,0.8354683455542717,0.7129692080532634
0.49296331182494546,-0.12689593415079434,0.35855059565825814,0.10220226383398627,0.27539443392471563
0.48415021307893413,0.20407129359878215,0.21823465313645132,0.7454812156505645,0.508997444528318
