sub,network1,roi1,network2,roi2,roi_similarity,network_similarity,corr
sub-100610,Occipital,V1v,Occipital,V1v,same,same,0.5559667180148566
sub-100610,Occipital,V1v,Occipital,V1d,different,same,0.4327483333719568
sub-100610,Occipital,V1v,Occipital,V2v,different,same,0.24304663097757123
sub-100610,Occipital,V1v,Occipital,V2d,different,same,0.44354358302933633
sub-100610,Occipital,V1v,Occipital,V3v,different,same,0.15436475505768354
sub-100610,Occipital,V1v,Occipital,V3d,different,same,0.5198721528858103
sub-100610,Occipital,V1v,Ventral,hV4,different,different,0.16222978175806257
sub-100610,Occipital,V1v,Ventral,VO1,different,different,-0.10187598176310803
sub-100610,Occipital,V1v,Ventral,VO2,different,different,-0.4660508659376769
sub-100610,Occipital,V1v,Ventral,PHC1,different,different,-0.45250704465404806
sub-100610,Occipital,V1v,Ventral,PHC2,different,different,-0.5506613984108247
sub-100610,Occipital,V1v,Lateral,LO1,different,different,-0.13528111395896314
sub-100610,Occipital,V1v,Lateral,LO2,different,different,0.19787157888800422
sub-100610,Occipital,V1v,Lateral,hMT,different,different,0.11300316907406889
sub-100610,Occipital,V1v,Lateral,MST,different,different,0.1458062664487551
sub-100610,Occipital,V1v,Dorsal,V3a,different,different,0.2375480881342521
sub-100610,Occipital,V1v,Dorsal,V3b,different,different,0.42247498628224733
sub-100610,Occipital,V1v,Dorsal,IPS0,different,different,0.23732267799331866
sub-100610,Occipital,V1v,Dorsal,IPS1,different,different,0.20629256726828257
sub-100610,Occipital,V1v,Dorsal,IPS2,different,different,0.23328239765258577
sub-100610,Occipital,V1v,Dorsal,IPS3,different,different,0.17369092752574683
sub-100610,Occipital,V1v,Dorsal,IPS4,different,different,0.16255655157060275
sub-100610,Occipital,V1v,Dorsal,IPS5,different,different,0.2687669752889156
sub-100610,Occipital,V1v,Dorsal,SPL1,different,different,0.24216465300672405
sub-100610,Occipital,V1d,Occipital,V1v,different,same,0.7915754767219711
sub-100610,Occipital,V1d,Occipital,V1d,same,same,0.8922481829756945
sub-100610,Occipital,V1d,Occipital,V2v,different,same,0.7229729363945343
sub-100610,Occipital,V1d,Occipital,V2d,different,same,0.8655564206911425
sub-100610,Occipital,V1d,Occipital,V3v,different,same,0.5580727523835196
sub-100610,Occipital,V1d,Occipital,V3d,different,same,0.7969728116654827
sub-100610,Occipital,V1d,Ventral,hV4,different,different,0.6131796359281783
sub-100610,Occipital,V1d,Ventral,VO1,different,different,0.25295935055998436
sub-100610,Occipital,V1d,Ventral,VO2,different,different,-0.09216674203775539
sub-100610,Occipital,V1d,Ventral,PHC1,different,different,-0.2558219145121188
sub-100610,Occipital,V1d,Ventral,PHC2,different,different,-0.24063043755674662
sub-100610,Occipital,V1d,Lateral,LO1,different,different,0.19274613136724186
sub-100610,Occipital,V1d,Lateral,LO2,different,different,0.23219761755842477
sub-100610,Occipital,V1d,Lateral,hMT,different,different,0.2923474452072974
sub-100610,Occipital,V1d,Lateral,MST,different,different,0.5776600809525207
sub-100610,Occipital,V1d,Dorsal,V3a,different,different,0.5348952778612402
sub-100610,Occipital,V1d,Dorsal,V3b,different,different,0.5388626438490703
sub-100610,Occipital,V1d,Dorsal,IPS0,different,different,0.08094474329360678
sub-100610,Occipital,V1d,Dorsal,IPS1,different,different,-0.1226626585513038
sub-100610,Occipital,V1d,Dorsal,IPS2,different,different,-0.19260797864146392
sub-100610,Occipital,V1d,Dorsal,IPS3,different,different,-0.17034981176423716
sub-100610,Occipital,V1d,Dorsal,IPS4,different,different,-0.20476518060829893
sub-100610,Occipital,V1d,Dorsal,IPS5,different,different,-0.2085938214730737
sub-100610,Occipital,V1d,Dorsal,SPL1,different,different,-0.1380400520022238
sub-100610,Occipital,V2v,Occipital,V1v,different,same,0.6811012722007023
sub-100610,Occipital,V2v,Occipital,V1d,different,same,0.7859435620876639
sub-100610,Occipital,V2v,Occipital,V2v,same,same,0.7614771523053881
sub-100610,Occipital,V2v,Occipital,V2d,different,same,0.728574322668552
sub-100610,Occipital,V2v,Occipital,V3v,different,same,0.45689677416896557
sub-100610,Occipital,V2v,Occipital,V3d,different,same,0.7046794862392898
sub-100610,Occipital,V2v,Ventral,hV4,different,different,0.550640922657446
sub-100610,Occipital,V2v,Ventral,VO1,different,different,0.28467058630833286
sub-100610,Occipital,V2v,Ventral,VO2,different,different,-0.02899535965406797
sub-100610,Occipital,V2v,Ventral,PHC1,different,different,-0.18641231885645335
sub-100610,Occipital,V2v,Ventral,PHC2,different,different,-0.23252477467634491
sub-100610,Occipital,V2v,Lateral,LO1,different,different,-0.01752576087741824
sub-100610,Occipital,V2v,Lateral,LO2,different,different,0.2470909943707879
sub-100610,Occipital,V2v,Lateral,hMT,different,different,0.22083605495365052
sub-100610,Occipital,V2v,Lateral,MST,different,different,0.44662996552607326
sub-100610,Occipital,V2v,Dorsal,V3a,different,different,0.4391012229368773
sub-100610,Occipital,V2v,Dorsal,V3b,different,different,0.46207957325085347
sub-100610,Occipital,V2v,Dorsal,IPS0,different,different,-0.0459520343697472
sub-100610,Occipital,V2v,Dorsal,IPS1,different,different,-0.16912620406896417
sub-100610,Occipital,V2v,Dorsal,IPS2,different,different,-0.21719542884223836
sub-100610,Occipital,V2v,Dorsal,IPS3,different,different,-0.23950701378238304
sub-100610,Occipital,V2v,Dorsal,IPS4,different,different,-0.21298752225749387
sub-100610,Occipital,V2v,Dorsal,IPS5,different,different,-0.21194986145720943
sub-100610,Occipital,V2v,Dorsal,SPL1,different,different,-0.20402264584898988
sub-100610,Occipital,V2d,Occipital,V1v,different,same,0.7370611367758009
sub-100610,Occipital,V2d,Occipital,V1d,different,same,0.7617683778727806
sub-100610,Occipital,V2d,Occipital,V2v,different,same,0.7049239454308432
sub-100610,Occipital,V2d,Occipital,V2d,same,same,0.8922292330986145
sub-100610,Occipital,V2d,Occipital,V3v,different,same,0.6409881833333151
sub-100610,Occipital,V2d,Occipital,V3d,different,same,0.8039920752555929
sub-100610,Occipital,V2d,Ventral,hV4,different,different,0.6893402036967872
sub-100610,Occipital,V2d,Ventral,VO1,different,different,0.4294132604284964
sub-100610,Occipital,V2d,Ventral,VO2,different,different,0.10011341512669356
sub-100610,Occipital,V2d,Ventral,PHC1,different,different,-0.05388738904311359
sub-100610,Occipital,V2d,Ventral,PHC2,different,different,-0.06367483024114376
sub-100610,Occipital,V2d,Lateral,LO1,different,different,0.2216273224864673
sub-100610,Occipital,V2d,Lateral,LO2,different,different,0.27120439191139273
sub-100610,Occipital,V2d,Lateral,hMT,different,different,0.3746852658030995
sub-100610,Occipital,V2d,Lateral,MST,different,different,0.5853545333638857
sub-100610,Occipital,V2d,Dorsal,V3a,different,different,0.569620106231255
sub-100610,Occipital,V2d,Dorsal,V3b,different,different,0.5479915024357678
sub-100610,Occipital,V2d,Dorsal,IPS0,different,different,-0.019191816521728917
sub-100610,Occipital,V2d,Dorsal,IPS1,different,different,-0.20286200445155392
sub-100610,Occipital,V2d,Dorsal,IPS2,different,different,-0.37829260112219987
sub-100610,Occipital,V2d,Dorsal,IPS3,different,different,-0.3439747462541964
sub-100610,Occipital,V2d,Dorsal,IPS4,different,different,-0.32777513661259716
sub-100610,Occipital,V2d,Dorsal,IPS5,different,different,-0.329391639550908
sub-100610,Occipital,V2d,Dorsal,SPL1,different,different,-0.29798694458989256
sub-100610,Occipital,V3v,Occipital,V1v,different,same,0.597659092373913
sub-100610,Occipital,V3v,Occipital,V1d,different,same,0.6490692095148934
sub-100610,Occipital,V3v,Occipital,V2v,different,same,0.7253150316377954
sub-100610,Occipital,V3v,Occipital,V2d,different,same,0.6761774428690325
sub-100610,Occipital,V3v,Occipital,V3v,same,same,0.8861525329380674
sub-100610,Occipital,V3v,Occipital,V3d,different,same,0.5956247042389771
sub-100610,Occipital,V3v,Ventral,hV4,different,different,0.8773280832960102
sub-100610,Occipital,V3v,Ventral,VO1,different,different,0.718081834991912
sub-100610,Occipital,V3v,Ventral,VO2,different,different,0.5518814332208968
sub-100610,Occipital,V3v,Ventral,PHC1,different,different,0.3247743030867491
sub-100610,Occipital,V3v,Ventral,PHC2,different,different,0.3919427665327731
sub-100610,Occipital,V3v,Lateral,LO1,different,different,0.3206645460486829
sub-100610,Occipital,V3v,Lateral,LO2,different,different,0.1469021210453781
sub-100610,Occipital,V3v,Lateral,hMT,different,different,0.3123021141668588
sub-100610,Occipital,V3v,Lateral,MST,different,different,0.5157686874296622
sub-100610,Occipital,V3v,Dorsal,V3a,different,different,0.42611810536945055
sub-100610,Occipital,V3v,Dorsal,V3b,different,different,0.3493517920119872
sub-100610,Occipital,V3v,Dorsal,IPS0,different,different,-0.30618990753882774
sub-100610,Occipital,V3v,Dorsal,IPS1,different,different,-0.49891942839964015
sub-100610,Occipital,V3v,Dorsal,IPS2,different,different,-0.6343079059157153
sub-100610,Occipital,V3v,Dorsal,IPS3,different,different,-0.6330298928204363
sub-100610,Occipital,V3v,Dorsal,IPS4,different,different,-0.5346569527829947
sub-100610,Occipital,V3v,Dorsal,IPS5,different,different,-0.6397513310739834
sub-100610,Occipital,V3v,Dorsal,SPL1,different,different,-0.5837518906679304
sub-100610,Occipital,V3d,Occipital,V1v,different,same,0.6437436371420683
sub-100610,Occipital,V3d,Occipital,V1d,different,same,0.6503629813404046
sub-100610,Occipital,V3d,Occipital,V2v,different,same,0.7196688540924912
sub-100610,Occipital,V3d,Occipital,V2d,different,same,0.6990496423190268
sub-100610,Occipital,V3d,Occipital,V3v,different,same,0.7670792695585356
sub-100610,Occipital,V3d,Occipital,V3d,same,same,0.711171077392272
sub-100610,Occipital,V3d,Ventral,hV4,different,different,0.8311198327516064
sub-100610,Occipital,V3d,Ventral,VO1,different,different,0.6193372045305489
sub-100610,Occipital,V3d,Ventral,VO2,different,different,0.42147569570940524
sub-100610,Occipital,V3d,Ventral,PHC1,different,different,0.22217168217736652
sub-100610,Occipital,V3d,Ventral,PHC2,different,different,0.28484920290993254
sub-100610,Occipital,V3d,Lateral,LO1,different,different,0.4264195255442841
sub-100610,Occipital,V3d,Lateral,LO2,different,different,0.21141526234583496
sub-100610,Occipital,V3d,Lateral,hMT,different,different,0.3220661095805912
sub-100610,Occipital,V3d,Lateral,MST,different,different,0.5508955386845926
sub-100610,Occipital,V3d,Dorsal,V3a,different,different,0.45892923845461875
sub-100610,Occipital,V3d,Dorsal,V3b,different,different,0.3691861237223678
sub-100610,Occipital,V3d,Dorsal,IPS0,different,different,-0.22303927699459158
sub-100610,Occipital,V3d,Dorsal,IPS1,different,different,-0.39123462795635094
sub-100610,Occipital,V3d,Dorsal,IPS2,different,different,-0.5419602737766016
sub-100610,Occipital,V3d,Dorsal,IPS3,different,different,-0.5369682154202252
sub-100610,Occipital,V3d,Dorsal,IPS4,different,different,-0.4713420565245367
sub-100610,Occipital,V3d,Dorsal,IPS5,different,different,-0.5501911067923333
sub-100610,Occipital,V3d,Dorsal,SPL1,different,different,-0.5178377187741761
sub-100610,Ventral,hV4,Occipital,V1v,different,different,0.5614052947951557
sub-100610,Ventral,hV4,Occipital,V1d,different,different,0.5874135349693287
sub-100610,Ventral,hV4,Occipital,V2v,different,different,0.7317435045225884
sub-100610,Ventral,hV4,Occipital,V2d,different,different,0.5942275038225346
sub-100610,Ventral,hV4,Occipital,V3v,different,different,0.8464479607714502
sub-100610,Ventral,hV4,Occipital,V3d,different,different,0.5673732908505217
sub-100610,Ventral,hV4,Ventral,hV4,same,same,0.8765764038079461
sub-100610,Ventral,hV4,Ventral,VO1,different,same,0.7358040906246464
sub-100610,Ventral,hV4,Ventral,VO2,different,same,0.6177405371938942
sub-100610,Ventral,hV4,Ventral,PHC1,different,same,0.3798890491700053
sub-100610,Ventral,hV4,Ventral,PHC2,different,same,0.4773225422021642
sub-100610,Ventral,hV4,Lateral,LO1,different,different,0.2486710962894448
sub-100610,Ventral,hV4,Lateral,LO2,different,different,0.1612861354338378
sub-100610,Ventral,hV4,Lateral,hMT,different,different,0.30839672796304757
sub-100610,Ventral,hV4,Lateral,MST,different,different,0.48210415714617694
sub-100610,Ventral,hV4,Dorsal,V3a,different,different,0.4294541225041746
sub-100610,Ventral,hV4,Dorsal,V3b,different,different,0.387124870145287
sub-100610,Ventral,hV4,Dorsal,IPS0,different,different,-0.25795467043870407
sub-100610,Ventral,hV4,Dorsal,IPS1,different,different,-0.4454941966174692
sub-100610,Ventral,hV4,Dorsal,IPS2,different,different,-0.5539840092655889
sub-100610,Ventral,hV4,Dorsal,IPS3,different,different,-0.6104680658862701
sub-100610,Ventral,hV4,Dorsal,IPS4,different,different,-0.4639011024504591
sub-100610,Ventral,hV4,Dorsal,IPS5,different,different,-0.5952296258547763
sub-100610,Ventral,hV4,Dorsal,SPL1,different,different,-0.5539791770614073
sub-100610,Ventral,VO1,Occipital,V1v,different,different,0.4109659354410429
sub-100610,Ventral,VO1,Occipital,V1d,different,different,0.4212898729598892
sub-100610,Ventral,VO1,Occipital,V2v,different,different,0.5615253217778126
sub-100610,Ventral,VO1,Occipital,V2d,different,different,0.4416694585433531
sub-100610,Ventral,VO1,Occipital,V3v,different,different,0.6801678574996697
sub-100610,Ventral,VO1,Occipital,V3d,different,different,0.32479016032161007
sub-100610,Ventral,VO1,Ventral,hV4,different,same,0.6882471661211228
sub-100610,Ventral,VO1,Ventral,VO1,same,same,0.7477062764128867
sub-100610,Ventral,VO1,Ventral,VO2,different,same,0.6345009478561562
sub-100610,Ventral,VO1,Ventral,PHC1,different,same,0.49904125502467256
sub-100610,Ventral,VO1,Ventral,PHC2,different,same,0.5806052048205872
sub-100610,Ventral,VO1,Lateral,LO1,different,different,0.20577754705872972
sub-100610,Ventral,VO1,Lateral,LO2,different,different,0.02625726545423907
sub-100610,Ventral,VO1,Lateral,hMT,different,different,0.137183728939717
sub-100610,Ventral,VO1,Lateral,MST,different,different,0.3720825281420305
sub-100610,Ventral,VO1,Dorsal,V3a,different,different,0.27190633181696805
sub-100610,Ventral,VO1,Dorsal,V3b,different,different,0.18626203490538212
sub-100610,Ventral,VO1,Dorsal,IPS0,different,different,-0.3728385362452385
sub-100610,Ventral,VO1,Dorsal,IPS1,different,different,-0.511726109118718
sub-100610,Ventral,VO1,Dorsal,IPS2,different,different,-0.6362141540716495
sub-100610,Ventral,VO1,Dorsal,IPS3,different,different,-0.648693319504634
sub-100610,Ventral,VO1,Dorsal,IPS4,different,different,-0.555230871501202
sub-100610,Ventral,VO1,Dorsal,IPS5,different,different,-0.6300362056232138
sub-100610,Ventral,VO1,Dorsal,SPL1,different,different,-0.5958504680939369
sub-100610,Ventral,VO2,Occipital,V1v,different,different,0.2987138699304001
sub-100610,Ventral,VO2,Occipital,V1d,different,different,0.3317075956407057
sub-100610,Ventral,VO2,Occipital,V2v,different,different,0.4753984052635608
sub-100610,Ventral,VO2,Occipital,V2d,different,different,0.33052304600234994
sub-100610,Ventral,VO2,Occipital,V3v,different,different,0.659417603867525
sub-100610,Ventral,VO2,Occipital,V3d,different,different,0.29405542041837734
sub-100610,Ventral,VO2,Ventral,hV4,different,same,0.6404557816040058
sub-100610,Ventral,VO2,Ventral,VO1,different,same,0.6454722733628634
sub-100610,Ventral,VO2,Ventral,VO2,same,same,0.8190863570516871
sub-100610,Ventral,VO2,Ventral,PHC1,different,same,0.5072760980505713
sub-100610,Ventral,VO2,Ventral,PHC2,different,same,0.7080927976792645
sub-100610,Ventral,VO2,Lateral,LO1,different,different,0.2943805311887582
sub-100610,Ventral,VO2,Lateral,LO2,different,different,0.030494929595462995
sub-100610,Ventral,VO2,Lateral,hMT,different,different,0.18328787690601647
sub-100610,Ventral,VO2,Lateral,MST,different,different,0.3480439324525438
sub-100610,Ventral,VO2,Dorsal,V3a,different,different,0.30411825546820526
sub-100610,Ventral,VO2,Dorsal,V3b,different,different,0.158952973804143
sub-100610,Ventral,VO2,Dorsal,IPS0,different,different,-0.3030833136934912
sub-100610,Ventral,VO2,Dorsal,IPS1,different,different,-0.4296589689563163
sub-100610,Ventral,VO2,Dorsal,IPS2,different,different,-0.5733162961354238
sub-100610,Ventral,VO2,Dorsal,IPS3,different,different,-0.564181402136981
sub-100610,Ventral,VO2,Dorsal,IPS4,different,different,-0.4555314261125852
sub-100610,Ventral,VO2,Dorsal,IPS5,different,different,-0.5726208119117333
sub-100610,Ventral,VO2,Dorsal,SPL1,different,different,-0.5514208031182897
sub-100610,Ventral,PHC1,Occipital,V1v,different,different,0.1352222898714721
sub-100610,Ventral,PHC1,Occipital,V1d,different,different,0.12045958470568031
sub-100610,Ventral,PHC1,Occipital,V2v,different,different,0.3002853312986146
sub-100610,Ventral,PHC1,Occipital,V2d,different,different,0.05829876461119231
sub-100610,Ventral,PHC1,Occipital,V3v,different,different,0.5610023279157159
sub-100610,Ventral,PHC1,Occipital,V3d,different,different,0.06451796428740467
sub-100610,Ventral,PHC1,Ventral,hV4,different,same,0.4770974221451737
sub-100610,Ventral,PHC1,Ventral,VO1,different,same,0.6857531193732326
sub-100610,Ventral,PHC1,Ventral,VO2,different,same,0.7906468952988235
sub-100610,Ventral,PHC1,Ventral,PHC1,same,same,0.8407031456801888
sub-100610,Ventral,PHC1,Ventral,PHC2,different,same,0.7870616017460701
sub-100610,Ventral,PHC1,Lateral,LO1,different,different,0.13930031653039884
sub-100610,Ventral,PHC1,Lateral,LO2,different,different,-0.051412980928197
sub-100610,Ventral,PHC1,Lateral,hMT,different,different,0.06526756957785378
sub-100610,Ventral,PHC1,Lateral,MST,different,different,0.15023352777098883
sub-100610,Ventral,PHC1,Dorsal,V3a,different,different,0.0863688321035905
sub-100610,Ventral,PHC1,Dorsal,V3b,different,different,-0.04647172347231437
sub-100610,Ventral,PHC1,Dorsal,IPS0,different,different,-0.4048767275029209
sub-100610,Ventral,PHC1,Dorsal,IPS1,different,different,-0.46993561642791654
sub-100610,Ventral,PHC1,Dorsal,IPS2,different,different,-0.5148141191107591
sub-100610,Ventral,PHC1,Dorsal,IPS3,different,different,-0.561740559747505
sub-100610,Ventral,PHC1,Dorsal,IPS4,different,different,-0.41200959046670793
sub-100610,Ventral,PHC1,Dorsal,IPS5,different,different,-0.5064602503467276
sub-100610,Ventral,PHC1,Dorsal,SPL1,different,different,-0.47949413957598075
sub-100610,Ventral,PHC2,Occipital,V1v,different,different,0.02229282855333894
sub-100610,Ventral,PHC2,Occipital,V1d,different,different,0.09515848101586974
sub-100610,Ventral,PHC2,Occipital,V2v,different,different,0.029842174975970016
sub-100610,Ventral,PHC2,Occipital,V2d,different,different,-0.12900931650372144
sub-100610,Ventral,PHC2,Occipital,V3v,different,different,0.11718830342445362
sub-100610,Ventral,PHC2,Occipital,V3d,different,different,0.02713813684816518
sub-100610,Ventral,PHC2,Ventral,hV4,different,same,-0.0697645829466055
sub-100610,Ventral,PHC2,Ventral,VO1,different,same,0.015168524549601617
sub-100610,Ventral,PHC2,Ventral,VO2,different,same,0.19086656596831325
sub-100610,Ventral,PHC2,Ventral,PHC1,different,same,-0.09268595268517928
sub-100610,Ventral,PHC2,Ventral,PHC2,same,same,0.24562544924139768
sub-100610,Ventral,PHC2,Lateral,LO1,different,different,-0.43364433301448807
sub-100610,Ventral,PHC2,Lateral,LO2,different,different,-0.25045529651591547
sub-100610,Ventral,PHC2,Lateral,hMT,different,different,-0.08189119009119376
sub-100610,Ventral,PHC2,Lateral,MST,different,different,-0.2887558623805813
sub-100610,Ventral,PHC2,Dorsal,V3a,different,different,-0.11065196597324004
sub-100610,Ventral,PHC2,Dorsal,V3b,different,different,-0.13369457166596957
sub-100610,Ventral,PHC2,Dorsal,IPS0,different,different,-0.17117445563293715
sub-100610,Ventral,PHC2,Dorsal,IPS1,different,different,0.042908011143856346
sub-100610,Ventral,PHC2,Dorsal,IPS2,different,different,0.05020070023100208
sub-100610,Ventral,PHC2,Dorsal,IPS3,different,different,-0.027426692669137227
sub-100610,Ventral,PHC2,Dorsal,IPS4,different,different,-0.02142877703360721
sub-100610,Ventral,PHC2,Dorsal,IPS5,different,different,0.11122840827388884
sub-100610,Ventral,PHC2,Dorsal,SPL1,different,different,0.045483919306458336
sub-100610,Lateral,LO1,Occipital,V1v,different,different,-0.18998344304001843
sub-100610,Lateral,LO1,Occipital,V1d,different,different,-0.08827994172230241
sub-100610,Lateral,LO1,Occipital,V2v,different,different,-0.33315073418674923
sub-100610,Lateral,LO1,Occipital,V2d,different,different,-0.12607036401583285
sub-100610,Lateral,LO1,Occipital,V3v,different,different,-0.3577103689608664
sub-100610,Lateral,LO1,Occipital,V3d,different,different,0.09055345665536689
sub-100610,Lateral,LO1,Ventral,hV4,different,different,-0.36154858285374836
sub-100610,Lateral,LO1,Ventral,VO1,different,different,-0.5112324459751785
sub-100610,Lateral,LO1,Ventral,VO2,different,different,-0.6387927004375477
sub-100610,Lateral,LO1,Ventral,PHC1,different,different,-0.5085239199528327
sub-100610,Lateral,LO1,Ventral,PHC2,different,different,-0.4904442866366088
sub-100610,Lateral,LO1,Lateral,LO1,same,same,-0.012834357822070451
sub-100610,Lateral,LO1,Lateral,LO2,different,same,0.17134025944767128
sub-100610,Lateral,LO1,Lateral,hMT,different,same,0.16157102075593865
sub-100610,Lateral,LO1,Lateral,MST,different,same,-0.03774375872690929
sub-100610,Lateral,LO1,Dorsal,V3a,different,different,0.16404507460530685
sub-100610,Lateral,LO1,Dorsal,V3b,different,different,0.2139679114877439
sub-100610,Lateral,LO1,Dorsal,IPS0,different,different,0.6137090674013361
sub-100610,Lateral,LO1,Dorsal,IPS1,different,different,0.6700088224669477
sub-100610,Lateral,LO1,Dorsal,IPS2,different,different,0.7126189258984855
sub-100610,Lateral,LO1,Dorsal,IPS3,different,different,0.7257747154384147
sub-100610,Lateral,LO1,Dorsal,IPS4,different,different,0.6282396660249571
sub-100610,Lateral,LO1,Dorsal,IPS5,different,different,0.729777301578682
sub-100610,Lateral,LO1,Dorsal,SPL1,different,different,0.7046519791457853
sub-100610,Lateral,LO2,Occipital,V1v,different,different,0.5894083854015647
sub-100610,Lateral,LO2,Occipital,V1d,different,different,0.6334205405226386
sub-100610,Lateral,LO2,Occipital,V2v,different,different,0.69256023827775
sub-100610,Lateral,LO2,Occipital,V2d,different,different,0.7441495435961729
sub-100610,Lateral,LO2,Occipital,V3v,different,different,0.7149044871276763
sub-100610,Lateral,LO2,Occipital,V3d,different,different,0.728958138701087
sub-100610,Lateral,LO2,Ventral,hV4,different,different,0.7897457733443582
sub-100610,Lateral,LO2,Ventral,VO1,different,different,0.5957094322011594
sub-100610,Lateral,LO2,Ventral,VO2,different,different,0.2870498355063837
sub-100610,Lateral,LO2,Ventral,PHC1,different,different,0.06751097974627099
sub-100610,Lateral,LO2,Ventral,PHC2,different,different,0.19930534048205234
sub-100610,Lateral,LO2,Lateral,LO1,different,same,0.431558309025418
sub-100610,Lateral,LO2,Lateral,LO2,same,same,0.38991582022160487
sub-100610,Lateral,LO2,Lateral,hMT,different,same,0.3348848853486229
sub-100610,Lateral,LO2,Lateral,MST,different,same,0.6736704080857899
sub-100610,Lateral,LO2,Dorsal,V3a,different,different,0.6654192829593718
sub-100610,Lateral,LO2,Dorsal,V3b,different,different,0.5846837216238729
sub-100610,Lateral,LO2,Dorsal,IPS0,different,different,-0.04772471083896523
sub-100610,Lateral,LO2,Dorsal,IPS1,different,different,-0.1635773440227481
sub-100610,Lateral,LO2,Dorsal,IPS2,different,different,-0.32575706004884186
sub-100610,Lateral,LO2,Dorsal,IPS3,different,different,-0.29713347553332403
sub-100610,Lateral,LO2,Dorsal,IPS4,different,different,-0.19992268259308102
sub-100610,Lateral,LO2,Dorsal,IPS5,different,different,-0.27842474925486793
sub-100610,Lateral,LO2,Dorsal,SPL1,different,different,-0.3004499969125283
sub-100610,Lateral,hMT,Occipital,V1v,different,different,0.41300316101097845
sub-100610,Lateral,hMT,Occipital,V1d,different,different,0.46221760649993565
sub-100610,Lateral,hMT,Occipital,V2v,different,different,0.3064450014915775
sub-100610,Lateral,hMT,Occipital,V2d,different,different,0.6109945052490545
sub-100610,Lateral,hMT,Occipital,V3v,different,different,0.3274997229249194
sub-100610,Lateral,hMT,Occipital,V3d,different,different,0.7749294707951576
sub-100610,Lateral,hMT,Ventral,hV4,different,different,0.4127581138094463
sub-100610,Lateral,hMT,Ventral,VO1,different,different,0.21764754048780702
sub-100610,Lateral,hMT,Ventral,VO2,different,different,-0.21065886526494348
sub-100610,Lateral,hMT,Ventral,PHC1,different,different,-0.2686729286860405
sub-100610,Lateral,hMT,Ventral,PHC2,different,different,-0.27452924157523706
sub-100610,Lateral,hMT,Lateral,LO1,different,same,0.3121783232387518
sub-100610,Lateral,hMT,Lateral,LO2,different,same,0.6190834162844722
sub-100610,Lateral,hMT,Lateral,hMT,same,same,0.652036100717931
sub-100610,Lateral,hMT,Lateral,MST,different,same,0.6823955661384599
sub-100610,Lateral,hMT,Dorsal,V3a,different,different,0.7234706455648836
sub-100610,Lateral,hMT,Dorsal,V3b,different,different,0.7245953917668804
sub-100610,Lateral,hMT,Dorsal,IPS0,different,different,0.5194857180288001
sub-100610,Lateral,hMT,Dorsal,IPS1,different,different,0.25828285567496906
sub-100610,Lateral,hMT,Dorsal,IPS2,different,different,0.2006854767571475
sub-100610,Lateral,hMT,Dorsal,IPS3,different,different,0.18781514626001866
sub-100610,Lateral,hMT,Dorsal,IPS4,different,different,0.24553122112454107
sub-100610,Lateral,hMT,Dorsal,IPS5,different,different,0.258371934316686
sub-100610,Lateral,hMT,Dorsal,SPL1,different,different,0.17305274710717478
sub-100610,Lateral,MST,Occipital,V1v,different,different,0.3317989908802294
sub-100610,Lateral,MST,Occipital,V1d,different,different,0.3898294718176761
sub-100610,Lateral,MST,Occipital,V2v,different,different,0.20147654698196849
sub-100610,Lateral,MST,Occipital,V2d,different,different,0.38029887582228494
sub-100610,Lateral,MST,Occipital,V3v,different,different,0.056715605320151394
sub-100610,Lateral,MST,Occipital,V3d,different,different,0.5065297769396595
sub-100610,Lateral,MST,Ventral,hV4,different,different,0.13692348827017042
sub-100610,Lateral,MST,Ventral,VO1,different,different,-0.08982264858803662
sub-100610,Lateral,MST,Ventral,VO2,different,different,-0.48606207968297527
sub-100610,Lateral,MST,Ventral,PHC1,different,different,-0.4117991257425946
sub-100610,Lateral,MST,Ventral,PHC2,different,different,-0.4987164526186565
sub-100610,Lateral,MST,Lateral,LO1,different,same,0.004810544537338745
sub-100610,Lateral,MST,Lateral,LO2,different,same,0.3974053720970745
sub-100610,Lateral,MST,Lateral,hMT,different,same,0.19551884845214826
sub-100610,Lateral,MST,Lateral,MST,same,same,0.3867701040236044
sub-100610,Lateral,MST,Dorsal,V3a,different,different,0.36096660954089643
sub-100610,Lateral,MST,Dorsal,V3b,different,different,0.5134042456038674
sub-100610,Lateral,MST,Dorsal,IPS0,different,different,0.39772236062898475
sub-100610,Lateral,MST,Dorsal,IPS1,different,different,0.31455926633651166
sub-100610,Lateral,MST,Dorsal,IPS2,different,different,0.26857091201522587
sub-100610,Lateral,MST,Dorsal,IPS3,different,different,0.2815565754365788
sub-100610,Lateral,MST,Dorsal,IPS4,different,different,0.23118717476056427
sub-100610,Lateral,MST,Dorsal,IPS5,different,different,0.32476692962070336
sub-100610,Lateral,MST,Dorsal,SPL1,different,different,0.32098763127753915
sub-100610,Dorsal,V3a,Occipital,V1v,different,different,0.050358721379787
sub-100610,Dorsal,V3a,Occipital,V1d,different,different,0.11901360257709007
sub-100610,Dorsal,V3a,Occipital,V2v,different,different,-0.03209998341630613
sub-100610,Dorsal,V3a,Occipital,V2d,different,different,0.17532182352886935
sub-100610,Dorsal,V3a,Occipital,V3v,different,different,-0.10077700701655931
sub-100610,Dorsal,V3a,Occipital,V3d,different,different,0.3684261173762764
sub-100610,Dorsal,V3a,Ventral,hV4,different,different,-0.044104192506772465
