sub,network1,roi1,network2,roi2,roi_similarity,network_similarity,corr
sub-108323,Ventral,VO1,Occipital,V1d,different,different,0.18062186688934523
sub-108323,Ventral,VO1,Occipital,V2v,different,different,0.1442094339758973
sub-108323,Ventral,VO1,Occipital,V2d,different,different,-0.010889836508688059
sub-108323,Ventral,VO1,Occipital,V3v,different,different,0.027723868594702956
sub-108323,Ventral,VO1,Occipital,V3d,different,different,0.05699560103745588
sub-108323,Ventral,VO1,Ventral,hV4,different,same,0.5491586365254372
sub-108323,Ventral,VO1,Ventral,VO1,same,same,0.3475633456726625
sub-108323,Ventral,VO1,Ventral,VO2,different,same,0.3707527871751539
sub-108323,Ventral,VO1,Ventral,PHC1,different,same,0.34370436006962823
sub-108323,Ventral,VO1,Ventral,PHC2,different,same,0.3865487532342795
sub-108323,Ventral,VO1,Lateral,LO1,different,different,-0.010859001503713299
sub-108323,Ventral,VO1,Lateral,LO2,different,different,0.09944582483760135
sub-108323,Ventral,VO1,Lateral,hMT,different,different,0.06390973130104863
sub-108323,Ventral,VO1,Lateral,MST,different,different,0.11096893535543503
sub-108323,Ventral,VO1,Dorsal,V3a,different,different,0.09608064478813423
sub-108323,Ventral,VO1,Dorsal,V3b,different,different,-0.09267579298599728
sub-108323,Ventral,VO1,Dorsal,IPS0,different,different,-0.2514441021218847
sub-108323,Ventral,VO1,Dorsal,IPS1,different,different,-0.3689123497659776
sub-108323,Ventral,VO1,Dorsal,IPS2,different,different,-0.5112543659854112
sub-108323,Ventral,VO1,Dorsal,IPS3,different,different,-0.4188832512585596
sub-108323,Ventral,VO1,Dorsal,IPS4,different,different,-0.4089539117894966
sub-108323,Ventral,VO1,Dorsal,IPS5,different,different,-0.4371296431921534
sub-108323,Ventral,VO1,Dorsal,SPL1,different,different,-0.5122360637720828
sub-108323,Ventral,VO2,Occipital,V1v,different,different,0.0053846198124990275
sub-108323,Ventral,VO2,Occipital,V1d,different,different,0.11995572662511392
sub-108323,Ventral,VO2,Occipital,V2v,different,different,0.12803550069218436
sub-108323,Ventral,VO2,Occipital,V2d,different,different,-0.08664715901708715
sub-108323,Ventral,VO2,Occipital,V3v,different,different,0.06533531900544577
sub-108323,Ventral,VO2,Occipital,V3d,different,different,-0.004462041200362925
sub-108323,Ventral,VO2,Ventral,hV4,different,same,0.4513463159234732
sub-108323,Ventral,VO2,Ventral,VO1,different,same,0.11072130513930664
sub-108323,Ventral,VO2,Ventral,VO2,same,same,0.50068672391129
sub-108323,Ventral,VO2,Ventral,PHC1,different,same,0.24324583688798904
sub-108323,Ventral,VO2,Ventral,PHC2,different,same,0.31793515804753586
sub-108323,Ventral,VO2,Lateral,LO1,different,different,-0.0545490032484335
sub-108323,Ventral,VO2,Lateral,LO2,different,different,0.029484020062914285
sub-108323,Ventral,VO2,Lateral,hMT,different,different,0.03036550279088359
sub-108323,Ventral,VO2,Lateral,MST,different,different,-0.03171206169981993
sub-108323,Ventral,VO2,Dorsal,V3a,different,different,0.03083587809898813
sub-108323,Ventral,VO2,Dorsal,V3b,different,different,-0.21700025965200906
sub-108323,Ventral,VO2,Dorsal,IPS0,different,different,-0.34832700552246615
sub-108323,Ventral,VO2,Dorsal,IPS1,different,different,-0.40489597833063945
sub-108323,Ventral,VO2,Dorsal,IPS2,different,different,-0.5399731202455713
sub-108323,Ventral,VO2,Dorsal,IPS3,different,different,-0.4716765642854136
sub-108323,Ventral,VO2,Dorsal,IPS4,different,different,-0.4401482258957231
sub-108323,Ventral,VO2,Dorsal,IPS5,different,different,-0.47278551137432423
sub-108323,Ventral,VO2,Dorsal,SPL1,different,different,-0.5268016284104294
sub-108323,Ventral,PHC1,Occipital,V1v,different,different,-0.1838412209017381
sub-108323,Ventral,PHC1,Occipital,V1d,different,different,-0.11760769795864884
sub-108323,Ventral,PHC1,Occipital,V2v,different,different,-0.09465068650553696
sub-108323,Ventral,PHC1,Occipital,V2d,different,different,-0.2852736183518697
sub-108323,Ventral,PHC1,Occipital,V3v,different,different,-0.07528623971822049
sub-108323,Ventral,PHC1,Occipital,V3d,different,different,-0.131627071676036
sub-108323,Ventral,PHC1,Ventral,hV4,different,same,0.2959363229310084
sub-108323,Ventral,PHC1,Ventral,VO1,different,same,0.09190101949660603
sub-108323,Ventral,PHC1,Ventral,VO2,different,same,0.3874253864266002
sub-108323,Ventral,PHC1,Ventral,PHC1,same,same,0.5184600875480796
sub-108323,Ventral,PHC1,Ventral,PHC2,different,same,0.2626314782363545
sub-108323,Ventral,PHC1,Lateral,LO1,different,different,-0.08661409696586299
sub-108323,Ventral,PHC1,Lateral,LO2,different,different,0.01460995018976474
sub-108323,Ventral,PHC1,Lateral,hMT,different,different,0.04721643095530006
sub-108323,Ventral,PHC1,Lateral,MST,different,different,-0.058210122565899865
sub-108323,Ventral,PHC1,Dorsal,V3a,different,different,0.006190005313813211
sub-108323,Ventral,PHC1,Dorsal,V3b,different,different,-0.2430612444611257
sub-108323,Ventral,PHC1,Dorsal,IPS0,different,different,-0.2369921580026571
sub-108323,Ventral,PHC1,Dorsal,IPS1,different,different,-0.25997557337122484
sub-108323,Ventral,PHC1,Dorsal,IPS2,different,different,-0.4245325633918794
sub-108323,Ventral,PHC1,Dorsal,IPS3,different,different,-0.3280053792429757
sub-108323,Ventral,PHC1,Dorsal,IPS4,different,different,-0.28874109922801294
sub-108323,Ventral,PHC1,Dorsal,IPS5,different,different,-0.3326993289022941
sub-108323,Ventral,PHC1,Dorsal,SPL1,different,different,-0.4171896666852693
sub-108323,Ventral,PHC2,Occipital,V1v,different,different,-0.475659317350833
sub-108323,Ventral,PHC2,Occipital,V1d,different,different,-0.4062363881299041
sub-108323,Ventral,PHC2,Occipital,V2v,different,different,-0.3962187827742375
sub-108323,Ventral,PHC2,Occipital,V2d,different,different,-0.4645869018004901
sub-108323,Ventral,PHC2,Occipital,V3v,different,different,-0.29003176323619584
sub-108323,Ventral,PHC2,Occipital,V3d,different,different,-0.25567554437256707
sub-108323,Ventral,PHC2,Ventral,hV4,different,same,0.0452527021427514
sub-108323,Ventral,PHC2,Ventral,VO1,different,same,-0.057252017991029164
sub-108323,Ventral,PHC2,Ventral,VO2,different,same,0.336282982554951
sub-108323,Ventral,PHC2,Ventral,PHC1,different,same,0.22929644299141239
sub-108323,Ventral,PHC2,Ventral,PHC2,same,same,0.3676801840964481
sub-108323,Ventral,PHC2,Lateral,LO1,different,different,-0.004832916349252225
sub-108323,Ventral,PHC2,Lateral,LO2,different,different,0.07062939030672309
sub-108323,Ventral,PHC2,Lateral,hMT,different,different,0.11538998447100128
sub-108323,Ventral,PHC2,Lateral,MST,different,different,-0.07219335316173725
sub-108323,Ventral,PHC2,Dorsal,V3a,different,different,0.11985398556212912
sub-108323,Ventral,PHC2,Dorsal,V3b,different,different,-0.17415654875656564
sub-108323,Ventral,PHC2,Dorsal,IPS0,different,different,0.12570086823999566
sub-108323,Ventral,PHC2,Dorsal,IPS1,different,different,0.18116967970814205
sub-108323,Ventral,PHC2,Dorsal,IPS2,different,different,-0.0178936774205784
sub-108323,Ventral,PHC2,Dorsal,IPS3,different,different,0.10600680427076588
sub-108323,Ventral,PHC2,Dorsal,IPS4,different,different,0.13601875942607505
sub-108323,Ventral,PHC2,Dorsal,IPS5,different,different,0.0666221842981231
sub-108323,Ventral,PHC2,Dorsal,SPL1,different,different,-0.08618495570006354
sub-108323,Lateral,LO1,Occipital,V1v,different,different,0.11814676069826467
sub-108323,Lateral,LO1,Occipital,V1d,different,different,0.23999375103961065
sub-108323,Lateral,LO1,Occipital,V2v,different,different,0.17712670974513298
sub-108323,Lateral,LO1,Occipital,V2d,different,different,0.08245692371373213
sub-108323,Lateral,LO1,Occipital,V3v,different,different,0.13377008191786507
sub-108323,Lateral,LO1,Occipital,V3d,different,different,0.18882366171921822
sub-108323,Lateral,LO1,Ventral,hV4,different,different,0.5277296680437726
sub-108323,Lateral,LO1,Ventral,VO1,different,different,0.2723859439177458
sub-108323,Lateral,LO1,Ventral,VO2,different,different,0.2170591744452244
sub-108323,Lateral,LO1,Ventral,PHC1,different,different,0.10396939206878916
sub-108323,Lateral,LO1,Ventral,PHC2,different,different,0.1396867811366066
sub-108323,Lateral,LO1,Lateral,LO1,same,same,0.30385133418355936
sub-108323,Lateral,LO1,Lateral,LO2,different,same,0.12111654396953404
sub-108323,Lateral,LO1,Lateral,hMT,different,same,0.1884608569899624
sub-108323,Lateral,LO1,Lateral,MST,different,same,0.2289290976396918
sub-108323,Lateral,LO1,Dorsal,V3a,different,different,0.20455132175891433
sub-108323,Lateral,LO1,Dorsal,V3b,different,different,0.0024049000209799337
sub-108323,Lateral,LO1,Dorsal,IPS0,different,different,-0.09198241501048468
sub-108323,Lateral,LO1,Dorsal,IPS1,different,different,-0.2165550380463053
sub-108323,Lateral,LO1,Dorsal,IPS2,different,different,-0.3843961561257998
sub-108323,Lateral,LO1,Dorsal,IPS3,different,different,-0.2784588266924325
sub-108323,Lateral,LO1,Dorsal,IPS4,different,different,-0.2817144586981812
sub-108323,Lateral,LO1,Dorsal,IPS5,different,different,-0.30502538253610784
sub-108323,Lateral,LO1,Dorsal,SPL1,different,different,-0.3478507475369215
sub-108323,Lateral,LO2,Occipital,V1v,different,different,0.1237098620800507
sub-108323,Lateral,LO2,Occipital,V1d,different,different,0.2178715154542936
sub-108323,Lateral,LO2,Occipital,V2v,different,different,0.1743587591586347
sub-108323,Lateral,LO2,Occipital,V2d,different,different,0.07058048076313513
sub-108323,Lateral,LO2,Occipital,V3v,different,different,0.005791887886050394
sub-108323,Lateral,LO2,Occipital,V3d,different,different,0.15425318051256587
sub-108323,Lateral,LO2,Ventral,hV4,different,different,0.4582947359390561
sub-108323,Lateral,LO2,Ventral,VO1,different,different,0.2161994514167807
sub-108323,Lateral,LO2,Ventral,VO2,different,different,0.08093578961624798
sub-108323,Lateral,LO2,Ventral,PHC1,different,different,-0.01889534727999703
sub-108323,Lateral,LO2,Ventral,PHC2,different,different,-0.012219890170903861
sub-108323,Lateral,LO2,Lateral,LO1,different,same,0.05119352819073136
sub-108323,Lateral,LO2,Lateral,LO2,same,same,0.3614112630667473
sub-108323,Lateral,LO2,Lateral,hMT,different,same,0.0593440716230775
sub-108323,Lateral,LO2,Lateral,MST,different,same,0.2180869058678594
sub-108323,Lateral,LO2,Dorsal,V3a,different,different,0.1732565127453952
sub-108323,Lateral,LO2,Dorsal,V3b,different,different,0.01164763556522705
sub-108323,Lateral,LO2,Dorsal,IPS0,different,different,-0.07788785255914578
sub-108323,Lateral,LO2,Dorsal,IPS1,different,different,-0.19173040309169173
sub-108323,Lateral,LO2,Dorsal,IPS2,different,different,-0.2975040330588358
sub-108323,Lateral,LO2,Dorsal,IPS3,different,different,-0.19321592493025497
sub-108323,Lateral,LO2,Dorsal,IPS4,different,different,-0.12985637199445957
sub-108323,Lateral,LO2,Dorsal,IPS5,different,different,-0.19529211906889352
sub-108323,Lateral,LO2,Dorsal,SPL1,different,different,-0.2710593936035859
sub-108323,Lateral,hMT,Occipital,V1v,different,different,-0.4877776396822904
sub-108323,Lateral,hMT,Occipital,V1d,different,different,-0.35645683595490135
sub-108323,Lateral,hMT,Occipital,V2v,different,different,-0.4382781993454783
sub-108323,Lateral,hMT,Occipital,V2d,different,different,-0.32396314950959226
sub-108323,Lateral,hMT,Occipital,V3v,different,different,-0.3498351906147255
sub-108323,Lateral,hMT,Occipital,V3d,different,different,-0.09731804072294668
sub-108323,Lateral,hMT,Ventral,hV4,different,different,0.05068273892567432
sub-108323,Lateral,hMT,Ventral,VO1,different,different,-0.177443766326697
sub-108323,Lateral,hMT,Ventral,VO2,different,different,0.10036260938876873
sub-108323,Lateral,hMT,Ventral,PHC1,different,different,0.09485262830474354
sub-108323,Lateral,hMT,Ventral,PHC2,different,different,0.04373939553975567
sub-108323,Lateral,hMT,Lateral,LO1,different,same,0.2752504699653589
sub-108323,Lateral,hMT,Lateral,LO2,different,same,0.3144883285099967
sub-108323,Lateral,hMT,Lateral,hMT,same,same,0.4134856245113399
sub-108323,Lateral,hMT,Lateral,MST,different,same,-0.030050527190233843
sub-108323,Lateral,hMT,Dorsal,V3a,different,different,0.2820831751093109
sub-108323,Lateral,hMT,Dorsal,V3b,different,different,0.0559740480693665
sub-108323,Lateral,hMT,Dorsal,IPS0,different,different,0.36041672908047356
sub-108323,Lateral,hMT,Dorsal,IPS1,different,different,0.31751843090455073
sub-108323,Lateral,hMT,Dorsal,IPS2,different,different,0.14606614661046877
sub-108323,Lateral,hMT,Dorsal,IPS3,different,different,0.25133780513610904
sub-108323,Lateral,hMT,Dorsal,IPS4,different,different,0.31616158145123036
sub-108323,Lateral,hMT,Dorsal,IPS5,different,different,0.24839286859135268
sub-108323,Lateral,hMT,Dorsal,SPL1,different,different,0.1186859726980076
sub-108323,Lateral,MST,Occipital,V1v,different,different,-0.28210663608763004
sub-108323,Lateral,MST,Occipital,V1d,different,different,-0.16130360660199775
sub-108323,Lateral,MST,Occipital,V2v,different,different,-0.1901908445674248
sub-108323,Lateral,MST,Occipital,V2d,different,different,-0.20117437784354764
sub-108323,Lateral,MST,Occipital,V3v,different,different,-0.11709102089055384
sub-108323,Lateral,MST,Occipital,V3d,different,different,-0.03122998116889358
sub-108323,Lateral,MST,Ventral,hV4,different,different,0.339879193509215
sub-108323,Lateral,MST,Ventral,VO1,different,different,0.11334078860712564
sub-108323,Lateral,MST,Ventral,VO2,different,different,0.323984139994926
sub-108323,Lateral,MST,Ventral,PHC1,different,different,0.31634114682775066
sub-108323,Lateral,MST,Ventral,PHC2,different,different,0.31080859587765713
sub-108323,Lateral,MST,Lateral,LO1,different,same,0.2428453979602894
sub-108323,Lateral,MST,Lateral,LO2,different,same,0.41863062264415013
sub-108323,Lateral,MST,Lateral,hMT,different,same,0.3046266126527671
sub-108323,Lateral,MST,Lateral,MST,same,same,0.3020256082333866
sub-108323,Lateral,MST,Dorsal,V3a,different,different,0.33949349135867624
sub-108323,Lateral,MST,Dorsal,V3b,different,different,0.15870838491304623
sub-108323,Lateral,MST,Dorsal,IPS0,different,different,0.15464439826711843
sub-108323,Lateral,MST,Dorsal,IPS1,different,different,0.06243162042624765
sub-108323,Lateral,MST,Dorsal,IPS2,different,different,-0.17750749915571712
sub-108323,Lateral,MST,Dorsal,IPS3,different,different,-0.050212261803120536
sub-108323,Lateral,MST,Dorsal,IPS4,different,different,0.006502770353710867
sub-108323,Lateral,MST,Dorsal,IPS5,different,different,-0.09179849723374665
sub-108323,Lateral,MST,Dorsal,SPL1,different,different,-0.19674162264419243
sub-108323,Dorsal,V3a,Occipital,V1v,different,different,0.0012672033446873717
sub-108323,Dorsal,V3a,Occipital,V1d,different,different,0.0674269743313847
sub-108323,Dorsal,V3a,Occipital,V2v,different,different,-0.07669966813133537
sub-108323,Dorsal,V3a,Occipital,V2d,different,different,0.24973627361703254
sub-108323,Dorsal,V3a,Occipital,V3v,different,different,0.057232433907883136
sub-108323,Dorsal,V3a,Occipital,V3d,different,different,0.27584154723935245
sub-108323,Dorsal,V3a,Ventral,hV4,different,different,0.06233449895277424
sub-108323,Dorsal,V3a,Ventral,VO1,different,different,-0.0592434489407735
sub-108323,Dorsal,V3a,Ventral,VO2,different,different,-0.21168013283094186
sub-108323,Dorsal,V3a,Ventral,PHC1,different,different,-0.2675687422066467
sub-108323,Dorsal,V3a,Ventral,PHC2,different,different,-0.24129117352302965
sub-108323,Dorsal,V3a,Lateral,LO1,different,different,0.3313163770946949
sub-108323,Dorsal,V3a,Lateral,LO2,different,different,0.36606687417453926
sub-108323,Dorsal,V3a,Lateral,hMT,different,different,0.4133803046674535
sub-108323,Dorsal,V3a,Lateral,MST,different,different,0.41282621676363085
sub-108323,Dorsal,V3a,Dorsal,V3a,same,same,0.6217643434080182
sub-108323,Dorsal,V3a,Dorsal,V3b,different,same,0.6563793427829815
sub-108323,Dorsal,V3a,Dorsal,IPS0,different,same,0.7145405990376547
sub-108323,Dorsal,V3a,Dorsal,IPS1,different,same,0.6137645374730788
sub-108323,Dorsal,V3a,Dorsal,IPS2,different,same,0.5888949210428275
sub-108323,Dorsal,V3a,Dorsal,IPS3,different,same,0.5605788351144719
sub-108323,Dorsal,V3a,Dorsal,IPS4,different,same,0.6288285036114601
sub-108323,Dorsal,V3a,Dorsal,IPS5,different,same,0.5691471136843914
sub-108323,Dorsal,V3a,Dorsal,SPL1,different,same,0.5648571213482344
sub-108323,Dorsal,V3b,Occipital,V1v,different,different,0.02170248358584092
sub-108323,Dorsal,V3b,Occipital,V1d,different,different,0.14218952056248468
sub-108323,Dorsal,V3b,Occipital,V2v,different,different,-0.10082275094726117
sub-108323,Dorsal,V3b,Occipital,V2d,different,different,0.1831280766911288
sub-108323,Dorsal,V3b,Occipital,V3v,different,different,-0.027620898374230485
sub-108323,Dorsal,V3b,Occipital,V3d,different,different,0.20829828545188947
sub-108323,Dorsal,V3b,Ventral,hV4,different,different,0.24001480464516756
sub-108323,Dorsal,V3b,Ventral,VO1,different,different,-0.0002515349311327038
sub-108323,Dorsal,V3b,Ventral,VO2,different,different,-0.1603613747559944
sub-108323,Dorsal,V3b,Ventral,PHC1,different,different,-0.21594793912547894
sub-108323,Dorsal,V3b,Ventral,PHC2,different,different,-0.26920590405162453
sub-108323,Dorsal,V3b,Lateral,LO1,different,different,0.36943058816661767
sub-108323,Dorsal,V3b,Lateral,LO2,different,different,0.30758051268546693
sub-108323,Dorsal,V3b,Lateral,hMT,different,different,0.3189842655242421
sub-108323,Dorsal,V3b,Lateral,MST,different,different,0.4224448000369362
sub-108323,Dorsal,V3b,Dorsal,V3a,different,same,0.4175274168173335
sub-108323,Dorsal,V3b,Dorsal,V3b,same,same,0.6477286652552176
sub-108323,Dorsal,V3b,Dorsal,IPS0,different,same,0.6119410263524001
sub-108323,Dorsal,V3b,Dorsal,IPS1,different,same,0.5629497183855388
sub-108323,Dorsal,V3b,Dorsal,IPS2,different,same,0.5001237306531515
sub-108323,Dorsal,V3b,Dorsal,IPS3,different,same,0.5136561034062302
sub-108323,Dorsal,V3b,Dorsal,IPS4,different,same,0.5610846468815531
sub-108323,Dorsal,V3b,Dorsal,IPS5,different,same,0.48068818310546296
sub-108323,Dorsal,V3b,Dorsal,SPL1,different,same,0.4891857918680926
sub-108323,Dorsal,IPS0,Occipital,V1v,different,different,-0.2703593978446465
sub-108323,Dorsal,IPS0,Occipital,V1d,different,different,-0.24727202938951479
sub-108323,Dorsal,IPS0,Occipital,V2v,different,different,-0.4104486881419148
sub-108323,Dorsal,IPS0,Occipital,V2d,different,different,-0.1034501629351555
sub-108323,Dorsal,IPS0,Occipital,V3v,different,different,-0.2634166871478944
sub-108323,Dorsal,IPS0,Occipital,V3d,different,different,-0.02811693948615695
sub-108323,Dorsal,IPS0,Ventral,hV4,different,different,-0.17123159746680797
sub-108323,Dorsal,IPS0,Ventral,VO1,different,different,-0.19358047034889017
sub-108323,Dorsal,IPS0,Ventral,VO2,different,different,-0.17554376885774678
sub-108323,Dorsal,IPS0,Ventral,PHC1,different,different,-0.13415017166240864
sub-108323,Dorsal,IPS0,Ventral,PHC2,different,different,-0.1602909582555994
sub-108323,Dorsal,IPS0,Lateral,LO1,different,different,0.23698810845758544
sub-108323,Dorsal,IPS0,Lateral,LO2,different,different,0.24021310351975636
sub-108323,Dorsal,IPS0,Lateral,hMT,different,different,0.2827401728289117
sub-108323,Dorsal,IPS0,Lateral,MST,different,different,0.18839124800030524
sub-108323,Dorsal,IPS0,Dorsal,V3a,different,same,0.32894478614832756
sub-108323,Dorsal,IPS0,Dorsal,V3b,different,same,0.33169620780752834
sub-108323,Dorsal,IPS0,Dorsal,IPS0,same,same,0.8103745513361371
sub-108323,Dorsal,IPS0,Dorsal,IPS1,different,same,0.6894976549992063
sub-108323,Dorsal,IPS0,Dorsal,IPS2,different,same,0.6901183120737518
sub-108323,Dorsal,IPS0,Dorsal,IPS3,different,same,0.6801518657059629
sub-108323,Dorsal,IPS0,Dorsal,IPS4,different,same,0.7209203009376003
sub-108323,Dorsal,IPS0,Dorsal,IPS5,different,same,0.6594623326207202
sub-108323,Dorsal,IPS0,Dorsal,SPL1,different,same,0.6242945297091308
sub-108323,Dorsal,IPS1,Occipital,V1v,different,different,-0.3720802393006675
sub-108323,Dorsal,IPS1,Occipital,V1d,different,different,-0.2659760508055234
sub-108323,Dorsal,IPS1,Occipital,V2v,different,different,-0.4334842765614142
sub-108323,Dorsal,IPS1,Occipital,V2d,different,different,-0.2998569661280923
sub-108323,Dorsal,IPS1,Occipital,V3v,different,different,-0.4025118289729194
sub-108323,Dorsal,IPS1,Occipital,V3d,different,different,-0.19965476834382917
sub-108323,Dorsal,IPS1,Ventral,hV4,different,different,-0.18649665805568302
sub-108323,Dorsal,IPS1,Ventral,VO1,different,different,-0.31714739675367365
sub-108323,Dorsal,IPS1,Ventral,VO2,different,different,-0.36882288894304793
sub-108323,Dorsal,IPS1,Ventral,PHC1,different,different,-0.28961640487937595
sub-108323,Dorsal,IPS1,Ventral,PHC2,different,different,-0.16387800145092934
sub-108323,Dorsal,IPS1,Lateral,LO1,different,different,0.1497693195113578
sub-108323,Dorsal,IPS1,Lateral,LO2,different,different,0.1367879734962233
sub-108323,Dorsal,IPS1,Lateral,hMT,different,different,0.10567350441899155
sub-108323,Dorsal,IPS1,Lateral,MST,different,different,0.061846423626000596
sub-108323,Dorsal,IPS1,Dorsal,V3a,different,same,0.1751878101157289
sub-108323,Dorsal,IPS1,Dorsal,V3b,different,same,0.06988634436452897
sub-108323,Dorsal,IPS1,Dorsal,IPS0,different,same,0.44269096141455827
sub-108323,Dorsal,IPS1,Dorsal,IPS1,same,same,0.7027295542616128
sub-108323,Dorsal,IPS1,Dorsal,IPS2,different,same,0.4765966626734547
sub-108323,Dorsal,IPS1,Dorsal,IPS3,different,same,0.5974397939401831
sub-108323,Dorsal,IPS1,Dorsal,IPS4,different,same,0.6362131124614259
sub-108323,Dorsal,IPS1,Dorsal,IPS5,different,same,0.5199862034766513
sub-108323,Dorsal,IPS1,Dorsal,SPL1,different,same,0.5889758872464871
sub-108323,Dorsal,IPS2,Occipital,V1v,different,different,-0.46002395457342893
sub-108323,Dorsal,IPS2,Occipital,V1d,different,different,-0.34418386159889053
sub-108323,Dorsal,IPS2,Occipital,V2v,different,different,-0.4286605942787995
sub-108323,Dorsal,IPS2,Occipital,V2d,different,different,-0.4375374397296006
sub-108323,Dorsal,IPS2,Occipital,V3v,different,different,-0.44086828929865257
sub-108323,Dorsal,IPS2,Occipital,V3d,different,different,-0.2716418674654031
sub-108323,Dorsal,IPS2,Ventral,hV4,different,different,-0.05922512137550303
sub-108323,Dorsal,IPS2,Ventral,VO1,different,different,-0.18919194979672543
sub-108323,Dorsal,IPS2,Ventral,VO2,different,different,-0.012287770537352631
sub-108323,Dorsal,IPS2,Ventral,PHC1,different,different,0.04164743794566608
sub-108323,Dorsal,IPS2,Ventral,PHC2,different,different,0.05270785199660566
sub-108323,Dorsal,IPS2,Lateral,LO1,different,different,0.1928687931316567
sub-108323,Dorsal,IPS2,Lateral,LO2,different,different,0.20969054303865756
sub-108323,Dorsal,IPS2,Lateral,hMT,different,different,0.1021312469568794
sub-108323,Dorsal,IPS2,Lateral,MST,different,different,-0.07211505627913706
sub-108323,Dorsal,IPS2,Dorsal,V3a,different,same,0.096255410951082
sub-108323,Dorsal,IPS2,Dorsal,V3b,different,same,-0.1860984734590289
sub-108323,Dorsal,IPS2,Dorsal,IPS0,different,same,0.23777364642495935
sub-108323,Dorsal,IPS2,Dorsal,IPS1,different,same,0.09972206063816937
sub-108323,Dorsal,IPS2,Dorsal,IPS2,same,same,0.2136495954182806
sub-108323,Dorsal,IPS2,Dorsal,IPS3,different,same,0.24626316446953736
sub-108323,Dorsal,IPS2,Dorsal,IPS4,different,same,0.28095892270207395
sub-108323,Dorsal,IPS2,Dorsal,IPS5,different,same,0.1525571702470531
sub-108323,Dorsal,IPS2,Dorsal,SPL1,different,same,0.06900475979410142
sub-108323,Dorsal,IPS3,Occipital,V1v,different,different,-0.0767119877654466
sub-108323,Dorsal,IPS3,Occipital,V1d,different,different,-0.027969449782354962
sub-108323,Dorsal,IPS3,Occipital,V2v,different,different,-0.165809163601025
sub-108323,Dorsal,IPS3,Occipital,V2d,different,different,0.15763469258587837
sub-108323,Dorsal,IPS3,Occipital,V3v,different,different,-0.057551629188257736
sub-108323,Dorsal,IPS3,Occipital,V3d,different,different,0.1726083863942649
sub-108323,Dorsal,IPS3,Ventral,hV4,different,different,-0.1686991959266723
sub-108323,Dorsal,IPS3,Ventral,VO1,different,different,-0.1493501670731882
sub-108323,Dorsal,IPS3,Ventral,VO2,different,different,-0.336491001482121
sub-108323,Dorsal,IPS3,Ventral,PHC1,different,different,-0.32461034397925387
sub-108323,Dorsal,IPS3,Ventral,PHC2,different,different,-0.3061912761101574
sub-108323,Dorsal,IPS3,Lateral,LO1,different,different,0.2881765463149538
sub-108323,Dorsal,IPS3,Lateral,LO2,different,different,0.2500912252617834
sub-108323,Dorsal,IPS3,Lateral,hMT,different,different,0.2575410337210491
sub-108323,Dorsal,IPS3,Lateral,MST,different,different,0.306037762444349
sub-108323,Dorsal,IPS3,Dorsal,V3a,different,same,0.31542644160529565
sub-108323,Dorsal,IPS3,Dorsal,V3b,different,same,0.4585419321418544
sub-108323,Dorsal,IPS3,Dorsal,IPS0,different,same,0.6582982236523797
sub-108323,Dorsal,IPS3,Dorsal,IPS1,different,same,0.6399969925607633
sub-108323,Dorsal,IPS3,Dorsal,IPS2,different,same,0.6907296836626576
sub-108323,Dorsal,IPS3,Dorsal,IPS3,same,same,0.7431275056196693
sub-108323,Dorsal,IPS3,Dorsal,IPS4,different,same,0.6805095201549624
sub-108323,Dorsal,IPS3,Dorsal,IPS5,different,same,0.6367178821439275
sub-108323,Dorsal,IPS3,Dorsal,SPL1,different,same,0.6382664327879224
sub-108323,Dorsal,IPS4,Occipital,V1v,different,different,0.02759692071678777
sub-108323,Dorsal,IPS4,Occipital,V1d,different,different,0.019353359134445004
sub-108323,Dorsal,IPS4,Occipital,V2v,different,different,-0.06009973535453403
sub-108323,Dorsal,IPS4,Occipital,V2d,different,different,0.21219841507996076
sub-108323,Dorsal,IPS4,Occipital,V3v,different,different,0.024359872101343622
sub-108323,Dorsal,IPS4,Occipital,V3d,different,different,0.2468899968720381
sub-108323,Dorsal,IPS4,Ventral,hV4,different,different,-0.01364828581637073
sub-108323,Dorsal,IPS4,Ventral,VO1,different,different,-0.10150273837272135
sub-108323,Dorsal,IPS4,Ventral,VO2,different,different,-0.2946999491127355
sub-108323,Dorsal,IPS4,Ventral,PHC1,different,different,-0.28675011682907153
sub-108323,Dorsal,IPS4,Ventral,PHC2,different,different,-0.2311432214194185
sub-108323,Dorsal,IPS4,Lateral,LO1,different,different,0.2665294082321306
sub-108323,Dorsal,IPS4,Lateral,LO2,different,different,0.2939926975404258
sub-108323,Dorsal,IPS4,Lateral,hMT,different,different,0.2923259073119049
sub-108323,Dorsal,IPS4,Lateral,MST,different,different,0.3297532685676327
sub-108323,Dorsal,IPS4,Dorsal,V3a,different,same,0.41294273829245387
sub-108323,Dorsal,IPS4,Dorsal,V3b,different,same,0.5599269563179372
sub-108323,Dorsal,IPS4,Dorsal,IPS0,different,same,0.6322413202060004
sub-108323,Dorsal,IPS4,Dorsal,IPS1,different,same,0.5842013602763868
sub-108323,Dorsal,IPS4,Dorsal,IPS2,different,same,0.6096224165420161
sub-108323,Dorsal,IPS4,Dorsal,IPS3,different,same,0.5676288857798719
sub-108323,Dorsal,IPS4,Dorsal,IPS4,same,same,0.6958636307232777
sub-108323,Dorsal,IPS4,Dorsal,IPS5,different,same,0.5393785610865699
