lh_V1v,rh_V1v,lh_V1d,rh_V1d,lh_V2v,rh_V2v,lh_V2d,rh_V2d,lh_V3v,rh_V3v,lh_V3d,rh_V3d,lh_hV4,rh_hV4,lh_VO1,rh_VO1,lh_VO2,rh_VO2,lh_PHC1,rh_PHC1,lh_PHC2,rh_PHC2,lh_MST,rh_MST,lh_hMT,rh_hMT,lh_LO2,rh_LO2,lh_LO1,rh_LO1,lh_V3b,rh_V3b,lh_V3a,rh_V3a,lh_IPS0,rh_IPS0,lh_IPS1,rh_IPS1,lh_IPS2,rh_IPS2,lh_IPS3,rh_IPS3,lh_IPS4,rh_IPS4,lh_IPS5,rh_IPS5,lh_SPL1,rh_SPL1
0.8062794200646328,0.7667906187000443,0.7748746299946243,0.7603316763758075,0.7931096979637168,0.7418000968301239,0.7003357998871363,0.7628824262431391,0.7104566677686506,0.7918691518081475,0.7161602429427308,0.7571252918092561,0.7413885834251138,0.810870978819523,0.526732261389618,0.6867266828306045,0.47996826130133324,0.5038706542031534,0.46788496037820326,0.45142869107845157,0.30571504266085,0.5476219573173635,0.47222825080942454,0.6139361022089143,0.45842789725371935,0.4553303973984476,0.5407948866440643,0.7004694953375954,0.5331914155353489,0.726701222403551,0.3726443328043726,0.6210807648332782,0.6069409485297342,0.5897902004714941,0.4516226572613749,0.448125745945263,0.6512237817409041,0.780600985175385,0.6993725967517119,0.687717834636277,0.4032467951271914,0.7481208857759092,0.23540694892975883,0.6917082973479187,0.36298183349026353,0.646230324823241,0.6133386239236345,0.752192163776569
0.6931224333202388,0.6835127932016735,0.7558964154198483,0.842506523927157,0.6842411284046531,0.8643052682746033,0.7915179733335738,0.4368321268067642,0.7282289865995043,0.3011205041988296,0.8441141328212138,0.7468479608866172,0.6816490323408516,0.45814207298491155,0.6253960304821967,0.17037509616054236,0.7422049887608351,0.5472896389472144,0.5607591823937752,0.4984522614991465,0.3647681073534098,0.5524728484407406,0.5156450935864852,0.5087007987865789,0.5267092073887102,0.4510423180187854,0.29599571079512277,0.271926645573329,0.4839532813282016,0.3891967368762438,0.47736977063272107,0.42008085309802884,0.6157782423724204,0.6056949161373784,0.5113716930663841,0.6963177768610058,0.5325904431743956,0.7570866798270385,0.5864047466340548,0.7496713285376067,0.516565959029982,0.7737055983880603,0.4260888635416331,0.7852411908672439,0.5556999784026371,0.6726466381960707,0.47421386547529815,0.7864867237018144
0.6679183930791456,0.640319592236649,0.7617731562780511,0.7555991724924676,0.5118769619546174,0.5517894404696239,0.6500729568021735,0.6139100664172487,0.4869058306343577,0.3685200946348581,0.45145745545839183,0.49539657809805154,0.5122092108642858,0.39295295194953983,0.30920194716060856,0.3313352226951302,0.3303295882474703,0.31308014258171674,0.3499603141386043,0.3064299379320263,0.15608861476577487,0.3520554190918705,0.7370771864505866,0.3934726495986537,0.39277222473960177,0.47802428988659845,0.2643266397398995,0.3782313999813146,0.5100393198716499,0.25944316885319874,0.5448417119730233,0.627137164209151,0.563839371630145,0.6764189955774909,0.704138913633588,0.6107410117954744,0.6690281999290901,0.7654121300502051,0.5977829058697871,0.7295398159024549,0.5676905784370522,0.6007088969649343,0.5106623897993918,0.7394878914079978,0.5270378343512625,0.6931774310056353,0.6028733077718603,0.3299066790805777
0.45949873129580177,0.7608588035057818,0.7714404714440769,0.8408762306709872,0.46328357206295073,0.7464615610259974,0.7760986134027438,0.8148612643003353,0.4750707464058888,0.3566003356905544,0.7624467731059372,0.73988711138785,0.5924760424083544,0.6283568458452424,0.5321104969093207,0.38849050132363183,0.3356096598664299,0.28409796912055585,0.2915951506347853,0.6829480129850255,0.47163846751328586,0.7357076428297061,0.14945658563139982,0.4723700033646303,0.3362034561991552,0.700365078148224,0.42663973843624803,0.6770869205367809,0.5940584604034702,0.7336305048946389,0.5479793960726362,0.7584150109279226,0.479027252367069,0.6498499387426877,0.371015907362116,0.7027053836194352,0.20892148590749463,0.6425876588731347,0.44242225983318273,0.716784539963219,0.49622741076350707,0.4783379832532682,0.48376064506181576,0.4861975761859179,0.24190798308654068,0.6424256195900572,0.6042377338836696,0.33616015258605214
0.7529576103790535,0.5724222586040054,0.6671652454073759,0.8636941121452785,0.5338515118745287,0.7155143682212783,0.7775200795584492,0.6802251361945713,0.4700057079391982,0.2202943109845944,0.6278015466663239,0.09074098898111682,0.35436842445703726,0.27840869692010195,-0.09244824355379826,0.3849669507008309,0.21927739183881687,0.2810863035565252,0.21470274106642745,0.2762492979363366,0.09570153002847302,0.12501542353181663,0.044441181021974384,0.04224437389298711,0.12634124024788926,0.13346517419538478,0.19609397085168304,0.10136696119598908,0.40806016145443724,0.33465326407567086,0.5491154251943162,0.3851363877112041,0.5266559279494735,0.46857802192004727,0.5797120316198471,0.22458815375908237,0.4875631192004648,0.24150122846990787,0.5530913475728052,0.526762067595923,0.22429210975694155,0.5266047310680579,0.30295846702512624,-0.14848702794840107,0.189514965429172,0.5147655181241286,-0.09752609933671968,0.44614109996974477
0.6217579110521667,0.8163009831614317,0.7733030534732148,0.8514105409587821,0.33358332749230607,0.5023653235147125,0.7335667770960465,0.4864748997671483,0.32897641401339317,0.3367132292317279,0.4583770012602867,0.5494148241662102,0.2722706921662133,-0.26148597648464855,0.3081587258685902,0.41286416721448027,0.33879547540293115,0.44826250165423664,0.011306767934276839,0.44471941331267345,-0.12401437523762365,0.30270390806485376,0.4474319492786056,0.22845293676410222,0.40811188797257825,0.30456439562389703,0.5942544675650088,0.3177005534007119,0.44318584897414004,0.2926411834263025,0.4783883435270747,0.29809155085228534,0.5861902629591204,0.4932996130246638,0.24271195076531044,0.5881996109753936,0.09278304474372814,0.44407148189966766,0.08858580978513576,-0.02868385237432752,0.63583293458892,0.4816916968746725,0.4304012060839748,0.5019830473049349,0.35097233076560314,0.6782542426255567,0.09544360531516408,0.36654881736916733
0.8964464200752278,0.8893672236930407,0.8337961486072462,0.8854773965429094,0.8928707780350786,0.8666230269888618,0.8707885218758807,0.914997569506751,0.8675512552674102,0.8555147332589197,0.8923803795246368,0.86748294717556,0.7896969186225947,0.7647847187241532,0.6534586393282505,0.7066942681804994,0.7510557519212009,0.7201873476593011,0.5937442148610335,0.805416335609133,0.38906423159841863,0.8004160569251093,0.5154215552283499,0.4397139585134344,0.5232112442633501,0.5483985921046849,0.742405900942634,0.7195990816879918,0.7719142863981849,0.7227086105701656,0.7216081070302314,0.6154435080435009,0.685597329274261,0.697641965672932,0.6736544892238769,0.6227664366098238,0.7760427592857541,0.7206751853334192,0.7250146655167503,0.7555691981031474,0.5930048220534812,0.5338666593874551,0.6217537118076082,0.5142815028087411,0.6763767289347714,0.6773702166965814,0.7011983540832024,0.6850734950135006
0.5241918960924652,0.4930195726350573,0.7543303226391641,0.7967704907656429,0.7656232735133303,0.7660313667480945,0.7360518468323689,0.6997627140143498,0.604118922282264,0.6885229088063688,0.6794858510786856,0.7233312224428486,0.32551737522859303,0.7297719112306101,-0.1647315192996448,0.30981756869101706,-0.20689211272686459,0.6690825042346508,0.06334231720828325,0.3825888123278234,0.012406204627034621,0.3008079745092651,0.45741392434381223,0.6201904538033698,-0.06869917630981376,0.24006366238935578,0.7005513999910158,0.6414019190420611,0.5345509715364862,0.2698151670579108,0.6753990614955026,0.3619900790384253,0.6810631617968186,0.13600393341321723,0.6384463064568017,0.45548481568772037,0.450588003072766,0.5603615083924722,0.7123836223650435,0.4944862320057386,0.6061320929772251,0.6106917810493115,0.48507890305159146,0.42539086986363395,0.43759708416657206,0.6094550475165936,0.5398609029855168,0.5523442642727316
0.5674390220191398,0.5626131426697248,0.5602618071495851,0.8075853441849815,0.7724828440257598,0.7410557276095906,0.6158928066545835,0.8616085879048255,0.7785254940536499,0.786860991456959,0.8023458541199318,0.45955795638135327,0.6332890048499157,0.7020487723548097,0.5095296155229497,0.4315408648538635,0.3029666129690458,0.6214770733998831,0.28044986887643714,0.6433905045655381,-0.03931303274524563,0.3408554243363917,-0.15819323244363173,0.1939250495999437,0.42015512081578815,0.057378839814568684,0.3885120529995285,0.2513017566138534,0.5113313842788438,0.6635311579982541,0.5116936638521836,0.4620033751817428,0.6462419230277439,0.3673594393846221,0.3577608974577459,0.06510581150275029,0.1161491614505209,0.3032930715949081,0.48080361629219937,0.42175492271924186,0.31611683610221014,0.30392840688231726,0.086324811393437,0.3023112170737128,0.275855514340177,0.2425439809219062,0.28786509874949,0.5253395682190432
0.8089521773752512,0.8601796141932234,0.8253405019469756,0.7908609304385559,0.7553575489671981,0.7330786040057996,0.8363408140280396,0.8579919303826096,0.737670780372836,0.7270878733561994,0.7017607847320071,0.7805622345805542,0.594647149283332,0.6399451367941399,0.6178925192578127,0.45929937890403133,0.43972954970147227,0.4921938053665623,0.11801258675292603,0.3115121134382283,0.3789109376811907,0.12377076683241987,0.44225829633778385,0.1437647108134322,0.5150510583980534,0.18193794346783965,0.44399267176927615,0.14348839408101527,0.6727917587088553,0.5574888910805621,0.7048203438406312,0.47041656246923164,0.6843151697538125,0.5858529465431264,0.6817978420061019,0.6411082306538806,0.7980485876201943,0.6951928240759299,0.8524540154282346,0.7898944907287593,0.7194217295594815,0.7500059051527489,0.5396201201525386,0.5499621644407086,0.43997716451027197,0.6009584472228504,0.46598635746198713,0.7330477544087904
0.6520373118298882,0.7127580022376109,0.7309621595754751,0.7487480122102858,0.6015295193986322,0.6136800900309417,0.6871356077797637,0.6803783833146732,0.5520860383629997,0.3447348193428114,0.5769603056228414,0.6857484290315947,0.511650524811067,0.5531752252590775,0.23955109762753654,0.07191669739050235,0.44856474732464274,0.13179753272239317,0.6355309180386143,0.48437398644925117,0.6942957012868365,0.45632608549555664,0.47152345659410283,0.5323647076458352,0.579257911485992,0.5653383210170954,0.6241255821479227,0.5947716578591944,0.6897328650674934,0.6925722267668395,0.5973371750795746,0.5834181959674484,0.5642700947612711,0.5964904220773557,0.7489497794156573,0.8281686826536668,0.7039690062200553,0.8292786772343785,0.714297931030472,0.8839372594045082,0.7979941192312369,0.7060351481407392,0.6145219162474169,0.6811458096832822,0.6300706672135489,0.8465112324379117,0.7448096569783097,0.7636870746418608
0.8885031416520763,0.8757425145507907,0.9274390917933308,0.9131178496705556,0.8108336715477334,0.4767489659493108,0.868911130163792,0.8961876155640778,0.750234742106432,0.06880892455934783,0.8590917443865814,0.7399207457232184,0.38393779838154046,-0.09264468513672386,0.24172821395309985,0.1348660458406483,0.2721027484047014,0.10527937007910285,0.3918053574389889,0.28325812630866787,0.2819786532491464,0.24673420961725312,0.4162135300203394,0.29127940201270425,0.3387922205668185,0.3479507708960251,0.3171674490564457,0.26570071637064724,0.5183388512156987,0.7227204922052772,0.41474533054110563,0.3680856341968937,0.3512471471473461,0.22971072281614047,0.42628018253088806,0.4182705929558674,0.4509459629901704,0.4588589638117633,0.4667869666678359,0.4225769904012316,0.42016477657173007,0.4576985373349852,0.36968537350701275,0.43907918166138193,0.2141024252511871,0.4315824769281338,0.30851878129984533,0.3789177368267409
0.4896487954355023,0.24206781999774357,0.8619955240108479,0.7991166356820434,0.7430891892521537,0.8023088501575759,0.6628776560524197,0.8641213665868965,0.8341243761024214,0.8094803918967003,0.8433615495703415,0.7908928615085238,0.7843758895779306,0.6058686664786632,0.7084188043742495,0.7547564926443601,0.6566172219102673,-0.2575004142975048,0.4975625550858941,0.10846054450115554,-0.04240405909184899,-0.13164655692855012,-0.16020569486841435,0.4073089208987408,0.6706998902851835,0.5764804237397971,0.7296834531405182,0.5895884798418672,0.6533301374259265,0.7647005917417568,0.6398057743008656,0.7083456986632959,0.8764081512175758,0.6731970383798107,0.6521806605059757,0.45694154056758485,0.3547716417574896,0.37620302038477793,0.5573052935065425,0.453345269595016,0.38048996452094547,0.41584443604207155,0.3718146374077294,0.2965880599165113,0.37703768845302366,0.39689631250690444,0.39975930011939415,0.4472605033496103
0.8417759613215628,0.894991193744065,0.8441194122269106,0.9285712737499119,0.8427319929547529,0.8634656594472214,0.8421721881176961,0.8576731505873969,0.7296691889320396,0.7686234797450223,0.9219573180264918,0.7161841581177459,0.7724167708171537,0.672758209983327,0.6197931203628066,0.6674845088808705,0.6836076701464808,0.6566425155895818,0.6516472043614933,0.6008898183565438,0.6503686532802927,0.6988284657264399,0.5193745932291044,0.5626692819120728,0.6646224822507462,0.6913048807677799,0.7983661199198337,0.7660434646913924,0.6816220954661689,0.7974519904912316,0.6927031045381721,0.5819239039951707,0.74759547975205,0.6377808316805152,0.4535721157469166,0.6199260959584875,-0.07801620574905162,0.6222837482052519,0.07238799581539147,0.6228557729471123,0.21602820961587937,0.6277583820404101,0.0005501551974751926,0.6920395430186693,0.3871355778868811,0.3926229912645365,0.3499896041486885,0.21578212476875888
0.626513018669314,0.759798111985196,0.7535850083816014,0.8120993150218405,0.5247835481694222,0.6054430284693603,0.5344955544590594,0.7687839711451996,0.4934528645923099,0.44474549978766403,0.8025220203236103,0.7139675070898138,0.4925168716534785,0.5790050616127682,0.3742952210572498,0.6469702477062425,0.251704492110036,0.1347391371394577,0.23777725323265567,0.23403840654073954,0.34316684997188585,0.16926724899302262,-0.06369849509783826,0.44676581676931393,0.2672040630436792,0.4654273573367773,0.4021635160996488,0.5528127324743526,0.553911498122043,0.6136492268398783,0.446608474622253,0.7493911443054553,0.7009627468401565,0.6885703346052224,0.4757724637979267,0.5357613182324846,0.5782920745874894,0.5377304995236645,0.3006160952204147,0.5945077542899804,0.14258559977586804,0.48013634983083425,0.06405633727840304,0.07999977533287117,0.08183342566518992,-0.07909124918774003,0.028905219419782247,0.5845153460041437
0.7810889147746756,0.7931263349490827,0.8202347146761227,0.8256450484474226,0.6862293165294306,0.6700266138552259,0.7859695140094142,0.7296968918539656,0.5340643787420832,0.4644480525603531,0.6956524302784705,0.5565264062859472,0.6596315514844943,0.4984309787551545,0.4565886362587436,0.5546560914283869,0.44358254444271517,0.42717745037863053,0.5901483435565528,0.5444431035782099,0.6745915301281147,0.5664024610556766,0.47312548869279203,0.661867278000841,0.4211284886493881,0.36114939267802265,0.5576157345914031,0.4157434499182451,0.5089013700118415,0.33216754612413946,0.6033452952800281,0.8068643014540566,0.4374438116455484,0.4491101687668041,0.6220450872215346,0.5970724689231646,0.3121300915007536,0.4373291170783164,0.4181199773292727,0.3841334031919663,0.4278251570102553,0.647860656164288,0.5596589770699799,0.4962135977827537,0.3171809137757649,0.023245853923998954,0.17130840029342068,0.5733875428231677
0.6482768942260047,0.6935357231598873,0.6143676096820909,0.6811378408662163,0.5379087023901173,0.21738333672996762,0.5879969739181259,0.6772290328518569,0.5040747891809565,0.38922822604496937,0.609572790667627,0.6051273570870406,0.4498695807170342,0.522238574139261,0.21528293997216383,0.14685371228785693,0.054643885813466006,0.4650478680298719,0.3831692833567809,0.6113903401850239,0.5235815230547031,0.3257416265095248,0.314153450188265,0.6317601421230772,0.5169457897831526,0.7396583327044081,0.5161181887460952,0.7006365569460239,0.6722276071068987,0.44002424979630195,0.6178308572402155,0.4186762280807167,0.4800340115151703,0.6119531479512078,0.6494314052752992,0.6380223891361624,0.6458846031050968,0.22315619056458388,0.7043991290280353,0.17021666002072475,0.3121421680486371,0.4153069224419763,0.40253063349339685,0.2866068049395527,0.35289880320910083,0.46406818439170594,0.17889352199705486,0.30126711621721497
0.8104170313514674,0.7805795415724586,0.7142893529739077,0.6971721980297385,0.8296130796320917,0.7006681631349291,0.6142869723275025,0.8897253302332673,0.6604174893494558,0.602813659051247,0.7846685605885048,0.6390460525393138,0.7360344050951048,0.635232779286864,0.590276508479645,0.37662717041890653,0.4784832618499136,0.4534186831789346,0.37339444889611967,0.26090893334343435,0.3049431598761601,0.30323513674715347,0.21676640989523774,0.09244342583595204,0.1659566241700002,0.47427199018077176,0.5197716611326083,0.615538489397264,0.7026268125584578,0.6409492537455956,0.5178337876340567,0.6181140368381455,0.6829105052425185,0.5648544590166721,0.588081804770733,0.6941190944482057,0.3342344578546698,0.6274643367562245,0.13855159619812146,0.7006215557199988,0.4319337346704361,0.5968878345000177,-0.1008627129168804,0.0042455375400641164,-0.1820730197875312,-0.05501532062715582,0.38520256976992717,0.648611648056513
0.8881879264732537,0.8397790068947679,0.8364744136043524,0.814173262576448,0.8124932912551761,0.8295521882199608,0.6811798585341033,0.6627441743570582,0.7092471189901447,0.7877506628014704,0.6593901439717512,0.5385024425018596,0.5652613416699603,0.7601920297102199,0.7890740589166904,0.737069699636268,0.20540164854549686,0.7255009254517774,0.6333470878041562,0.6408364399901498,0.4525032985096791,0.7415370692465242,0.528249474062508,0.28251544623774927,0.6072874591383695,0.36621867344958065,0.691230957880031,0.6074248812045996,0.7722288697389403,0.7099590438356482,0.7575355786784581,0.5646359591792779,0.7535928637119328,0.3186958066076778,0.5869979105835578,0.4659099377126665,0.2055937039422521,0.7377373488302061,0.48131933529788085,0.7097883671934827,0.4196660727697303,0.5703468253383898,0.5838582824305678,0.710901585636486,0.48405700922178385,0.5875870698103977,0.4054954895397574,0.44388188141835144
0.8103014022065427,0.7406118654120367,0.8244231297366749,0.781328093639705,0.813889237009914,0.8190320663202236,0.7737858380314616,0.8705839240094327,0.7309384830479786,0.7042812655678673,0.8430344460705694,0.5662517043900539,0.815320605993651,0.7072618939252161,0.5696153842264398,0.6497184059107113,0.6233619808756421,0.43500348259936567,0.3033589631475384,0.4858095612905808,0.16977939082770874,0.17015698908065438,0.40365197130333486,0.29059719809384554,0.5267293328093315,0.547728822844102,0.7161371345779665,0.3953926298274797,0.5156921966066385,0.35572448222122566,0.5969907148789046,0.456300065041539,0.6570316225212084,0.4570654054393061,0.5236562681964546,0.5896543979863609,0.7374639828843168,0.6930494787747075,0.8098137179979288,0.7748025436517885,0.6962825599288056,0.7983158332139899,0.7372811087822848,0.7103770584068636,0.7405857169876836,0.8450185883707698,0.663637463641194,0.7564730193693581
