EVC,ventral,lateral,dorsal,overall
0.7051808432196238,0.5844043574890101,0.5887703488230052,0.7588612025611837,0.7051187439801277
0.7333078949727346,0.5287068675144063,0.527209090071715,0.6774735863829133,0.6252566432451729
0.5420016440591181,0.40420718094335145,0.533473697293292,0.709128104739569,0.6278614979262336
0.44063501941545224,0.4191656792501574,0.40581588996055595,0.7137008738129128,0.5880481830088158
0.6077760974834779,0.6179467972817398,0.697321367482628,0.6047955479536187,0.6448742520286653
0.7352725704550426,0.6919720675874211,0.5978964869309981,0.48439101978466115,0.5558575819718822
0.5527323587780366,0.5146299287547054,0.4561891652467437,0.5255811373221358,0.50501569583191
0.70962340197162,0.4500585505879923,0.6629621316901796,0.7743979738603802,0.7170261699418666
0.7409417132172212,0.5182069994525977,0.6452322258574165,0.8686046260178907,0.752886969035661
0.7277162131055037,0.5846298220641831,0.5731815753793232,0.40973788020700114,0.5216160655307284
0.6417732816948527,0.4392510405328768,0.44547998970055,0.7794586604020092,0.6306437978716559
0.7760559753930161,0.5739200951050183,0.6591157063457936,0.8269822665643489,0.7570722241911929
0.5188954010350374,0.5692694221660523,0.5455018345289995,0.4786369830746235,0.5050844602733722
0.6988730563922503,0.5725120332149076,0.4985881967804242,0.7202396025981423,0.6692251632518583
0.7495007842229716,0.5469363835598101,0.709544372049755,0.7819846441188829,0.7280939807091225
0.7483411051180928,0.6490223963726499,0.6840754712557591,0.8109379734097555,0.7383890993497108
0.669838293020146,0.46253031849879395,0.4260365974369875,0.7399590830425828,0.6267114988794403
0.6197581526281644,0.5706051594509538,0.49810698833766953,0.7074101466982359,0.6623820848327504
0.6999300966441612,0.5317759154074795,0.56775682017023,0.7488351906628453,0.6570486657808724
0.8182194138416249,0.5719528076160139,0.7381199800720226,0.8599000158704232,0.8148195590366429
0.8177588175063693,0.7709658273306008,0.7106835508920728,0.8352309298921617,0.7676963325873966
0.5532156069537795,0.3687628321956233,0.43566070734978957,0.7674755051914894,0.6315561057934138
0.7388448000270084,0.5810209424865754,0.6046178264932465,0.4115264529295828,0.5400623887672867
0.8429847742940768,0.6508023817624311,0.6781155596358647,0.8465421174785854,0.7844288672695475
0.675427034060845,0.5787072149705619,0.6001944443687531,0.8072838714800599,0.6887638556255863
0.5453851112705986,0.23942179043372153,0.580707750630935,0.7745385952685941,0.6203584001391079
0.7587621409902364,0.6054760987609004,0.6858576057834139,0.8107710287140492,0.7573264125469782
0.8022426996648304,0.5951472982914663,0.740063021183116,0.8577752216622764,0.7896170624558131
0.6830280434861459,0.6186714327134215,0.6669152824691374,0.5202307279006687,0.5920431299793352
0.6898490440682387,0.5832820238224002,0.5128645965136202,0.7501828155683554,0.6429885794061183
