EVC,ventral,lateral,dorsal,overall
0.5937056214830067,0.3371789343481074,0.4743322104247124,0.6380108217676582,0.5343663948485751
0.724195642363872,0.6757795866406832,0.5508723837728314,0.7476266655357888,0.6783329703684348
0.7046454002968231,0.6153624575301675,0.5705087574669263,0.6299253548096038,0.6429933089561033
0.7554550507941886,0.6975281201129752,0.5806627855210128,0.5056322666415164,0.6347346383575913
0.5322501659376023,0.4328345027535516,0.4775621301147103,0.35887357623358246,0.46978739758086363
0.7185500278970113,0.4287931927735686,0.38741895897644774,0.5165796840570072,0.5452934309601268
0.8327372508981601,0.6643356026786492,0.6794519733949429,0.6424535192980145,0.7228417702170091
0.7774775534381608,0.5920057328057551,0.6919344667645342,0.6898297591670641,0.6930046280343345
0.6538804167526877,0.43351089805920173,0.4507167481592836,0.43900440431754384,0.5255207126806196
0.8168432397076212,0.5540662781029165,0.646278898674869,0.7079345163750774,0.6934245164521192
0.744885990893278,0.547420713847431,0.6858149998434327,0.8259435674236721,0.6898832648850599
0.7596994967066177,0.4104556041067432,0.4781443755017908,0.5395960178318407,0.5292274827348906
0.7799731267321689,0.34798351814353323,0.640060352900673,0.6124555638117565,0.59857460674203
0.8330545857917286,0.733447247949965,0.7203764168689955,0.55528307753501,0.7080916855342467
0.7404896858662372,0.6368837750167395,0.5822368491824828,0.48323392867224774,0.6320210832852727
0.7901141908545082,0.5978108018099062,0.6788217374653497,0.6561722052022136,0.6845680809054028
0.6471596250807297,0.5981220656387665,0.5951970975119051,0.5843791564174339,0.612021125686573
0.687176933639048,0.4563113072087332,0.5174672122369458,0.5908357387459917,0.5929568858790164
0.7114177611917653,0.6455059564395225,0.6070168706719936,0.615847126159543,0.661983107868252
0.6706537114971067,0.5026652594187153,0.5781697743192786,0.6769053397210602,0.6294509413106415
0.7836497875134427,0.5972765081056216,0.6426270176027851,0.4749377184782294,0.6281854872154338
0.7939974443791965,0.7162542771190732,0.6194184161887708,0.6376444665009964,0.706827136792296
0.47506551639072664,0.3570238709910099,0.48714066841939774,0.5327904648118127,0.47542367082550585
0.7843378941582073,0.6024309914638667,0.553856098918977,0.7075818991046366,0.6788934459968804
0.8039326318267392,0.6711083053002191,0.6947662431356688,0.6934896593104068,0.7053509223842942
0.8576892275093687,0.706671063330539,0.6593276546734205,0.5907741755988033,0.7154601882506665
0.7218144948496779,0.6208286176382861,0.3448626201877532,0.4863934021089929,0.5504940726080677
0.7892146008035527,0.7105658539039864,0.6160529936042987,0.6580632011653218,0.6986616072456676
0.8807602242714789,0.6882102029407439,0.6421925306777927,0.7050628769185836,0.7245406111380922
0.7065321318845098,0.5761520785980369,0.5403284280301219,0.700501146351786,0.636719887461408
