overall,EVC,ventral,lateral,dorsal
0.28327382547681584,0.3772184416318198,-0.14133424991129825,0.43762147885079145,0.6535826779457937
0.5499235799047901,0.49554486567549716,0.5038271383349383,0.5814743232709062,0.47086004565590583
0.26410532922138946,0.12401852962266592,0.0681190341730642,0.315033283438502,0.6516302039461795
0.2778327330936655,0.0975847528772151,0.2930551741403942,0.2571370641293619,0.629056443147698
0.18115973398419372,0.1469459908915225,-0.0564486281929435,0.02144528896731366,0.5565308524365316
0.37183081207281765,0.5766672365587685,0.3501240968425618,0.22508288920104932,-0.005587899036395839
0.1443795221669871,0.19730969872478238,0.1218732689344098,-0.026459511833680224,0.20987387363260435
0.5094693918823731,0.5624736156021901,0.4477381698323765,0.5719708376476653,0.6504626937456162
0.5578282098156359,0.6183346559010482,0.4753716561730371,0.44884414923287086,0.7608571740214058
0.3203356177444108,0.33674281297336467,-0.017361136869075054,0.09178998592474218,0.2646452407613912
0.5078452872051613,0.6023957170762889,0.6846710359271668,0.4955450521230831,0.6659780713203989
0.44700204323025694,0.5075985847590312,0.5454268756601016,0.5390156665569419,0.6789468378574126
0.028223329286544308,0.07879955642881874,-0.16645475137989016,0.34822628335543043,0.1807930905877454
0.3814392494098505,0.2292729542825369,0.4097296631367935,0.43302613642992277,0.7011445315763485
0.34893976404790067,0.44906111796132164,0.47914294904469334,0.6039152613103506,0.659822404252757
0.3491879332396149,0.43913967266965725,0.2619211705833176,0.4114996742775645,0.6933921320073133
0.24969443319371057,0.4832745135222606,0.10030673242124127,-0.06690678506509574,0.5161301874152611
0.22545016355559577,0.30412447295699946,0.09103925408972072,0.4201214261537279,0.45942536144164314
0.40554874169235844,0.5246335358291627,0.18675970890580074,0.2843744952636794,0.5278902979839977
0.3364062140239802,0.5481397729345848,0.06331492100478588,0.4779485614900707,0.7819696771305964
0.545730077177437,0.7718486604459065,0.3646662041979521,0.44506135408092323,0.6090108909023182
0.16274751010441801,0.30474683247163253,0.07085625853800086,0.23482588229920245,0.5743078592646146
0.31912030539594843,0.3660651801339371,-0.06694058586427903,0.6104325275576817,0.16676532656499604
0.2074786162490161,0.5279775931192112,-0.12539313675994537,0.04046628950688286,0.5814968883794386
0.3833723489768235,0.3575727804776668,0.11142958095951838,0.4004675622868054,0.6612597652883186
0.16530910531711443,0.27672892831611984,0.13126049174641763,0.2069229452464272,0.582034738420602
0.20972964172791214,0.17832581678560996,-0.19084008500789304,0.10513800239806051,0.6709743950555905
0.31970968182774084,0.5004678754182316,-0.2606844424489482,0.2770830289415831,0.6205862109867999
0.22799072077317648,0.39938194269712407,0.27492163457683466,0.4767890459009853,0.07370941159409075
0.07905004787825545,0.4271641354921089,-0.3007098752157486,-0.35309869306026365,0.4217504264494792
